id,t,u,v,w,x,y,z,ts_in,ts_out
22165,0.323,0.454,0.356,0.309,0.007,0.94,0.664,771,1915
22166,0.077,0.546,0.332,0.156,0.676,0.88,0.298,894,1843
22167,0.22,0.784,0.049,0.572,0.552,0.786,0.353,228,1545
22168,0.13,0.795,0.798,0.742,0.559,0.515,0.777,78,1366
22169,0.259,0.456,0.849,0.788,0.955,0.425,0.926,176,376
22170,0.248,0.032,0.92,0.552,0.111,0.149,0.9,345,1509
22171,0.916,0.675,0.675,0.564,0.122,0.694,0.689,850,1723
22172,0.949,0.575,0.207,0.908,0.836,0.997,0.953,465,874
22173,0.429,0.661,0.309,0.615,0.365,0.361,0.645,595,832
22174,0.813,0.936,0.078,0.491,0.817,0.952,0.651,795,1448
22175,0.686,0.992,0.732,0.316,0.884,0.347,0.406,436,1700
22176,0.573,0.37,0.036,0.453,0.588,0.929,0.812,279,1440
22177,0.431,0.409,0.7,0.349,0.388,0.507,0.985,37,1428
22178,0.955,0.34,0.764,0.034,0.269,0.242,0.037,237,1271
22179,0.158,0.492,0.8,0.888,0.36,0.857,0.086,491,990
22180,0.692,0.367,0.266,0.075,0.849,0.597,0.098,720,1598
22181,0.567,0.108,0.529,0.098,0.687,0.895,0.309,644,1616
22182,0.689,0.138,0.916,0.514,0.054,0.449,0.957,918,1508
22183,0.293,0.727,0.635,0.501,0.283,0.096,0.595,235,279
22184,0.095,0.596,0.385,0.392,0.485,0.589,0.707,492,1497
22185,0.623,0.087,0.143,0.896,0.029,0.621,0.933,653,1496
22186,0.955,0.508,0.255,0.631,0.913,0.61,0.069,927,1104
22187,0.06,0.8,0.163,0.304,0.752,0.975,0.455,99,1758
22188,0.33,0.762,0.206,0.424,0.183,0.348,0.597,845,998
22189,0.134,0.367,0.007,0.751,0.099,0.8,0.374,775,1981
22190,0.654,0.012,0.624,0.884,0.394,0.654,0.169,1000,1814
22191,0.579,0.542,0.42,0.712,0.018,0.934,0.73,3,919
22192,0.013,0.053,0.297,0.741,0.391,0.361,0.145,838,1566
22193,0.505,0.498,0.32,0.03,0.999,0.995,0.58,340,1978
22194,0.117,0.911,0.516,0.501,0.944,0.887,0.803,851,1635
22195,0.101,0.413,0.119,0.895,0.463,0.866,0.661,167,688
22196,0.314,0.551,0.883,0.485,0.633,0.67,0.083,805,1867
22197,0.964,0.46,0.586,0.298,0.981,0.888,0.026,429,1819
22198,0.267,0.19,0.428,0.132,0.193,0.968,0.96,294,825
22199,0.674,0.048,0.55,0.848,0.682,0.183,0.333,445,1466
22200,0.475,0.05,0.741,0.484,0.628,0.378,0.844,961,1216
22201,0.778,0.479,0.943,0.604,0.214,0.089,0.767,759,2000
22202,0.074,0.665,0.672,0.219,0.383,0.773,0.09,654,731
22203,0.813,0.329,0.159,0.325,0.153,0.489,0.032,869,1520
22204,0.597,0.038,0.846,0.471,0.203,0.809,0.467,677,1762
22205,0.222,0.008,0.763,0.462,0.02,0.779,0.132,300,749
22206,0.584,0.769,0.31,0.912,0.508,0.312,0.236,223,1190
22207,0.791,0.433,0.333,0.162,0.722,0.925,0.415,696,992
22208,0.994,0.906,0.234,0.717,0.126,0.142,0.483,975,1701
22209,0.174,0.745,0.325,0.594,0.738,0.629,0.956,748,936
22210,0.245,0.837,0.405,0.941,0.873,0.268,0.538,393,803
22211,0.588,0.348,0.021,0.965,0.373,0.985,0.035,818,1474
22212,0.264,0.743,0.789,0.48,0.562,0.975,0.384,970,1482
22213,0.122,0.142,0.563,0.36,0.366,0.912,0.565,424,957
22214,0.362,0.21,0.577,0.954,0.864,0.992,0.514,407,1181
22215,0.621,0.589,0.528,0.576,0.402,0.548,0.131,110,1134
22216,0.991,0.007,0.053,0.125,0.315,0.871,0.397,816,1709
22217,0.319,0.396,0.479,0.545,0.227,0.182,0.957,21,290
22218,0.807,0.08,0.182,0.524,0.782,0.781,0.09,649,1445
22219,0.669,0.272,0.503,0.822,0.883,0.038,0.019,105,186
22220,0.671,0.851,0.009,0.655,0.568,0.558,0.04,308,1459
22221,0.51,0.585,0.994,0.849,0.144,0.981,0.453,429,528
22222,0.781,0.266,0.546,0.51,0.616,0.268,0.558,286,1965
22223,0.764,0.128,0.06,0.012,0.62,0.754,0.051,297,748
22224,0.577,0.219,0.594,0.135,0.124,0.031,0.443,39,946
22225,0.885,0.356,0.277,0.184,0.359,0.252,0.139,817,955
22226,0.756,0.534,0.011,0.864,0.605,0.068,0.57,570,890
22227,0.097,0.137,0.203,0.415,0.374,0.102,0.044,405,1183
22228,0.881,0.754,0.781,0.547,0.488,0.983,0.741,593,783
22229,0.159,0.167,0.326,0.772,0.197,0.044,0.712,116,1702
22230,0.495,0.154,0.842,0.609,0.024,0.608,0.549,264,1169
22231,0.892,0.659,0.976,0.505,0.0,0.922,0.815,249,282
22232,0.992,0.437,0.653,0.551,0.422,0.533,0.625,392,860
22233,0.767,0.273,0.872,0.085,0.928,0.574,0.04,658,666
22234,0.05,0.333,0.148,0.981,0.021,0.777,0.092,10,260
22235,0.065,0.429,0.229,0.648,0.099,0.893,0.98,103,435
22236,0.09,0.784,0.592,0.392,0.177,0.163,0.733,865,1882
22237,0.166,0.645,0.946,0.682,0.689,0.236,0.941,122,205
22238,0.734,0.321,0.658,0.718,0.274,0.307,0.101,809,1823
22239,0.794,0.282,0.239,0.925,0.802,0.797,0.024,575,1686
22240,0.144,0.839,0.205,0.231,0.148,0.869,0.105,227,1245
22241,0.226,0.007,0.491,0.558,0.489,0.733,0.24,230,1679
22242,0.89,0.544,0.673,0.978,0.436,0.814,0.992,162,1980
22243,0.458,0.643,0.119,0.539,0.656,0.522,0.401,457,1849
22244,0.639,0.818,0.509,0.561,0.097,0.245,0.147,842,1482
22245,0.102,0.542,0.76,0.128,0.866,0.384,0.909,981,1381
22246,0.86,0.43,0.509,0.201,0.535,0.74,0.671,106,581
22247,0.601,0.15,0.926,0.626,0.636,0.893,0.509,328,875
22248,0.638,0.489,0.112,0.012,0.846,0.897,0.119,403,508
22249,0.358,0.307,0.854,0.111,0.721,0.517,0.415,26,728
22250,0.136,0.379,0.089,0.526,0.941,0.206,0.649,777,966
22251,0.816,0.421,0.764,0.584,0.805,0.322,0.249,511,605
22252,0.054,0.054,0.126,0.509,0.151,0.998,0.293,687,1038
22253,0.516,0.691,0.661,0.26,0.737,0.008,0.207,74,1700
22254,0.128,0.74,0.547,0.391,0.426,0.519,0.998,721,1914
22255,0.333,0.507,0.04,0.553,0.388,0.334,0.905,191,1575
22256,0.482,0.41,0.245,0.358,0.843,0.82,0.122,141,1194
22257,0.88,0.7,0.604,0.657,0.535,0.476,0.317,776,1642
22258,0.167,0.748,0.507,0.068,0.935,0.822,0.749,877,1848
22259,0.419,0.734,0.486,0.165,0.404,0.753,0.106,990,1429
22260,0.132,0.806,0.929,0.589,0.433,0.346,0.524,680,1380
22261,0.144,0.456,0.811,0.257,0.953,0.344,0.151,674,1581
22262,0.681,0.235,0.783,0.622,0.167,0.144,0.149,433,1854
22263,0.482,0.739,0.405,0.478,0.185,0.325,0.119,857,882
22264,0.215,0.13,0.582,0.257,0.33,0.754,0.776,811,1443
22265,0.708,0.49,0.321,0.466,0.907,0.629,0.977,964,1675
22266,0.294,0.865,0.746,0.634,0.357,0.158,0.138,618,1069
22267,0.138,0.506,0.429,0.343,0.839,0.792,0.259,707,1468
22268,0.196,0.72,0.447,0.882,0.794,0.649,0.02,224,1689
22269,0.826,0.36,0.832,0.763,0.365,0.276,0.246,491,754
22270,0.231,0.064,0.284,0.107,0.078,0.004,0.998,928,1262
22271,0.884,0.884,0.741,0.496,0.34,0.321,0.053,798,1001
22272,0.076,0.209,0.394,0.899,0.999,0.065,0.561,648,887
22273,0.04,0.0,0.498,0.776,0.348,0.457,0.171,194,1131
22274,0.364,0.919,0.375,0.441,0.661,0.624,0.213,155,449
22275,0.211,0.664,0.379,0.429,0.309,0.904,0.387,360,886
22276,0.147,0.655,0.419,0.367,0.606,0.324,0.601,802,874
22277,0.648,0.042,0.44,0.853,0.941,0.859,0.234,503,1895
22278,0.231,0.06,0.915,0.77,0.534,0.198,0.54,700,1792
22279,0.352,0.606,0.072,0.755,0.357,0.016,0.85,867,1381
22280,0.132,0.581,0.384,0.729,0.617,0.907,0.964,779,1050
22281,0.809,0.529,0.302,0.348,0.702,0.948,0.555,143,441
22282,0.563,0.06,0.224,0.723,0.132,0.567,0.878,727,917
22283,0.221,0.015,0.207,0.826,0.087,0.769,0.203,201,685
22284,0.333,0.006,0.426,0.936,0.595,0.365,0.368,988,1633
22285,0.318,0.025,0.558,0.182,0.794,0.341,0.686,606,1696
22286,0.053,0.461,0.052,0.533,0.017,0.872,0.549,158,370
22287,0.378,0.46,0.027,0.232,0.741,0.843,0.712,660,664
22288,0.338,0.153,0.396,0.454,0.48,0.318,0.25,483,1152
22289,0.749,0.172,0.379,0.645,0.069,0.861,0.397,276,1106
22290,0.001,0.363,0.595,0.648,0.118,0.917,0.051,883,1639
22291,0.971,0.043,0.955,0.844,0.143,0.054,0.319,611,1044
22292,0.678,0.096,0.375,0.396,0.629,0.362,0.138,798,809
22293,0.938,0.868,0.783,0.549,0.509,0.53,0.874,424,1567
22294,0.511,0.131,0.826,0.391,0.444,0.421,0.011,125,939
22295,0.226,0.077,0.681,0.051,0.056,0.175,0.687,994,1624
22296,0.823,0.78,0.727,0.11,0.499,0.074,0.971,173,553
22297,0.904,0.014,0.63,0.533,0.319,0.286,0.653,261,1536
22298,0.14,0.187,0.164,0.065,0.614,0.815,0.397,128,220
22299,0.059,0.151,0.266,0.413,0.898,0.099,0.968,815,1386
22300,0.912,0.127,0.612,0.451,0.826,0.337,0.279,876,1646
22301,0.088,0.225,0.829,0.306,0.204,0.475,0.007,0,1744
22302,0.493,0.737,0.496,0.568,0.386,0.206,0.572,608,1755
22303,0.817,0.063,0.982,0.4,0.017,0.389,0.338,972,996
22304,0.887,0.764,0.136,0.208,0.404,0.374,0.71,144,1651
22305,0.66,0.415,0.799,0.964,0.248,0.814,0.022,69,1499
22306,0.557,0.27,0.309,0.149,0.164,0.804,0.665,622,1168
22307,0.605,0.217,0.778,0.231,0.923,0.819,0.072,592,1186
22308,0.938,0.181,0.037,0.501,0.113,0.442,0.914,889,1876
22309,0.004,0.388,0.479,0.221,0.005,0.797,0.347,123,560
22310,0.376,0.282,0.708,0.636,0.621,0.125,0.162,147,1929
22311,0.973,0.978,0.408,0.585,0.623,0.886,0.33,342,775
22312,0.299,0.14,0.408,0.784,0.929,0.548,0.953,189,1779
22313,0.131,0.275,0.369,0.979,0.299,0.021,0.655,796,991
22314,0.864,0.848,0.751,0.405,0.052,0.933,0.551,412,1568
22315,0.299,0.382,0.807,0.275,0.585,0.043,0.373,901,1857
22316,0.593,0.559,0.386,0.97,0.213,0.81,0.313,301,675
22317,0.256,0.891,0.47,0.917,0.195,0.347,0.645,314,1875
22318,0.403,0.604,0.704,0.874,0.766,0.431,0.682,347,1949
22319,0.85,0.618,0.353,0.542,0.36,0.088,0.045,498,1899
22320,0.366,0.441,0.911,0.078,0.615,0.088,0.638,912,1673
22321,0.841,0.121,0.9,0.803,0.052,0.626,0.009,50,733
22322,0.958,0.744,0.848,0.977,0.727,0.595,0.612,858,1307
22323,0.953,0.477,0.275,0.389,0.697,0.565,0.351,574,1109
22324,0.478,0.923,0.843,0.67,0.953,0.525,0.882,250,1650
22325,0.437,0.095,0.484,0.008,0.974,0.221,0.487,146,1858
22326,0.34,0.601,0.185,0.906,0.974,0.274,0.2,647,717
22327,0.848,0.873,0.069,0.889,0.091,0.867,0.045,887,1184
22328,0.1,0.805,0.709,0.651,0.31,0.71,0.291,57,818
22329,0.106,0.385,0.392,0.294,0.205,0.119,0.422,192,729
22330,0.253,0.815,0.258,0.454,0.755,0.802,0.96,715,1790
22331,0.017,0.653,0.084,0.114,0.242,0.823,0.013,122,347
22332,0.344,0.983,0.583,0.426,0.987,0.802,0.513,505,1191
22333,0.431,0.819,0.662,0.857,0.233,0.607,0.346,312,1414
22334,0.689,0.257,0.217,0.526,0.247,0.063,0.558,380,573
22335,0.149,0.836,0.993,0.22,0.415,0.861,0.566,551,1398
22336,0.658,0.778,0.393,0.504,0.48,0.742,0.229,288,1568
22337,0.016,0.269,0.898,0.485,0.477,0.665,0.121,729,1995
22338,0.977,0.927,0.925,0.551,0.446,0.249,0.98,919,1254
22339,0.417,0.947,0.618,0.453,0.442,0.39,0.525,555,716
22340,0.068,0.959,0.489,0.783,0.538,0.479,0.978,206,1749
22341,0.96,0.868,0.061,0.589,0.907,0.498,0.324,399,564
22342,0.295,0.076,0.273,0.649,0.396,0.512,0.187,425,601
22343,0.671,0.165,0.725,0.842,0.001,0.513,0.63,75,753
22344,0.767,0.281,0.921,0.497,0.215,0.603,0.583,375,1388
22345,0.872,0.298,0.068,0.441,0.975,0.722,0.734,217,804
22346,0.586,0.828,0.783,0.133,0.208,0.491,0.649,21,1313
22347,0.011,0.53,0.079,0.68,0.343,0.962,0.248,308,1666
22348,0.99,0.022,0.117,0.85,0.33,0.857,0.184,519,1871
22349,0.639,0.623,0.335,0.216,0.681,0.737,0.853,553,1390
22350,0.292,0.2,0.308,0.095,0.563,0.841,0.217,531,1265
22351,0.676,0.288,0.777,0.339,0.424,0.872,0.394,962,1622
22352,0.792,0.642,0.181,0.161,0.904,0.342,0.886,275,1414
22353,0.074,0.287,0.383,0.871,0.126,0.883,0.029,76,151
22354,0.612,0.147,0.097,0.683,0.766,0.327,0.155,573,985
22355,0.902,0.542,0.913,0.734,0.451,0.85,0.653,875,1444
22356,0.399,0.693,0.112,0.044,0.583,0.601,0.093,293,535
22357,0.889,0.422,0.11,0.875,0.109,0.787,0.003,270,1150
22358,0.696,0.974,0.765,0.187,0.301,0.852,0.48,473,692
22359,0.287,0.014,0.976,0.868,0.801,0.675,0.094,73,806
22360,0.551,0.696,0.823,0.349,0.133,0.93,0.191,372,457
22361,0.667,0.346,0.282,0.84,0.306,0.591,0.153,695,1629
22362,0.027,0.943,0.854,0.912,0.048,0.016,0.218,638,1305
22363,0.52,0.837,0.732,0.708,0.422,0.177,0.223,252,812
22364,0.268,0.133,0.072,0.236,0.292,0.609,0.6,564,1203
22365,0.484,0.244,0.4,0.67,0.513,0.857,0.555,769,1724
22366,0.992,0.477,0.675,0.517,0.771,0.045,0.945,687,1476
22367,0.174,0.045,0.587,0.885,0.189,0.913,0.376,284,1180
22368,0.987,0.085,0.486,0.439,0.511,0.552,0.762,899,1014
22369,0.89,0.717,0.374,0.733,0.366,0.206,0.074,729,1162
22370,0.341,0.147,0.361,0.49,0.747,0.043,0.21,58,521
22371,0.806,0.245,0.799,0.36,0.497,0.493,0.668,542,766
22372,0.74,0.624,0.426,0.361,0.58,0.44,0.269,298,662
22373,0.254,0.195,0.632,0.733,0.158,0.474,0.867,392,408
22374,0.766,0.522,0.272,0.227,0.904,0.316,0.365,738,897
22375,0.039,0.758,0.915,0.498,0.771,0.551,0.246,500,684
22376,0.866,0.2,0.857,0.85,0.203,0.399,0.964,816,1307
22377,0.848,0.69,0.409,0.899,0.586,0.464,0.288,407,578
22378,0.503,0.427,0.295,0.694,0.121,0.04,0.379,287,1962
22379,0.54,0.973,0.444,0.383,0.697,0.827,0.146,745,1083
22380,0.746,0.156,0.956,0.479,0.872,0.65,0.203,709,1684
22381,0.91,0.447,0.827,0.132,0.414,0.182,0.744,315,468
22382,0.501,0.995,0.617,0.245,0.341,0.236,0.706,983,1429
22383,0.1,0.447,0.937,0.447,0.839,0.772,0.922,991,1448
22384,0.671,0.578,0.133,0.96,0.379,0.524,0.138,344,1596
22385,0.861,0.871,0.052,0.299,0.025,0.111,0.163,505,1310
22386,0.905,0.663,0.64,0.07,0.936,0.118,0.278,611,1358
22387,0.822,0.563,0.53,0.313,0.444,0.898,0.785,819,1160
22388,0.202,0.099,0.489,0.898,0.218,0.524,0.865,22,1363
22389,0.482,0.483,0.948,0.912,0.555,0.721,0.226,699,1066
22390,0.161,0.502,0.894,0.219,0.517,0.071,0.574,456,846
22391,0.54,0.774,0.794,0.07,0.648,0.736,0.338,589,789
22392,0.723,0.822,0.116,0.817,0.591,0.255,0.156,49,1290
22393,0.218,0.903,0.245,0.622,0.811,0.886,0.463,554,1005
22394,0.952,0.357,0.233,0.664,0.379,0.948,0.422,626,727
22395,0.334,0.56,0.206,0.514,0.543,0.654,0.612,72,1141
22396,0.743,0.612,0.473,0.401,0.772,0.301,0.548,335,756
22397,0.095,0.432,0.514,0.267,0.857,0.374,0.691,211,342
22398,0.6,0.702,0.585,0.683,0.712,0.301,0.091,671,1900
22399,0.568,0.855,0.696,0.754,0.924,0.186,0.408,72,834
22400,0.403,0.796,0.774,0.031,0.67,0.243,0.599,371,674
22401,0.873,0.683,0.357,0.777,0.933,0.683,0.87,172,1071
22402,0.714,0.939,0.753,0.504,0.462,0.642,0.162,893,1607
22403,0.003,0.989,0.04,0.507,0.992,0.758,0.236,606,1035
22404,0.607,0.39,0.809,0.365,0.793,0.587,0.48,293,1922
22405,0.409,0.772,0.692,0.811,0.178,0.823,0.477,407,1537
22406,0.631,0.348,0.112,0.602,0.325,0.478,0.819,318,1595
22407,0.971,0.094,0.147,0.493,0.894,0.717,0.068,707,956
22408,0.022,0.251,0.235,0.598,0.524,0.6,0.816,311,394
22409,0.077,0.211,0.589,0.201,0.639,0.111,0.243,253,874
22410,0.093,0.202,0.977,0.289,0.331,0.563,0.887,351,1553
22411,0.375,0.999,0.113,0.219,0.877,0.346,0.009,549,1060
22412,0.506,0.257,0.691,0.999,0.794,0.942,0.513,561,1350
22413,0.239,0.892,0.395,0.998,0.456,0.118,0.13,763,870
22414,0.935,0.496,0.199,0.757,0.777,0.451,0.66,941,1148
22415,0.748,0.273,0.343,0.513,0.492,0.245,0.368,821,1727
22416,0.626,0.135,0.682,0.768,0.868,0.017,0.779,773,1562
22417,0.146,0.802,0.089,0.471,0.009,0.984,0.45,177,539
22418,0.462,0.589,0.385,0.719,0.713,0.719,0.23,357,380
22419,0.521,0.44,0.843,0.355,0.16,0.878,0.725,722,919
22420,0.087,0.661,0.96,0.575,0.004,0.988,0.329,28,1077
22421,0.23,0.417,0.488,0.675,0.789,0.449,0.924,918,1058
22422,0.004,0.512,0.994,0.582,0.63,0.781,0.956,440,1400
22423,0.781,0.738,0.062,0.579,0.686,0.378,0.325,660,1233
22424,0.017,0.403,0.859,0.13,0.294,0.938,0.314,709,813
22425,0.286,0.496,0.316,0.727,0.769,0.026,0.276,105,221
22426,0.339,0.753,0.279,0.956,0.582,0.147,0.723,978,1366
22427,0.203,0.19,0.134,0.906,0.143,0.773,0.08,994,1790
22428,0.825,0.723,0.559,0.155,0.105,0.219,0.006,935,1423
22429,0.624,0.355,0.706,0.337,0.306,0.143,0.488,783,1967
22430,0.403,0.27,0.696,0.761,0.491,0.768,0.393,58,1010
22431,0.145,0.382,0.43,0.576,0.059,0.508,0.366,948,1204
22432,0.012,0.708,0.365,0.217,0.921,0.636,0.63,727,1032
22433,0.854,0.781,0.82,0.772,0.712,0.085,0.758,809,1821
22434,0.501,0.166,0.525,0.966,0.57,0.859,0.544,188,1997
22435,0.736,0.246,0.906,0.017,0.22,0.839,0.805,646,1667
22436,0.979,0.367,0.653,0.208,0.765,0.784,0.281,17,1672
22437,0.762,0.767,0.29,0.025,0.46,0.309,0.461,761,1907
22438,0.047,0.723,0.069,0.387,0.514,0.958,0.275,317,1828
22439,0.217,0.516,0.164,0.997,0.597,0.958,0.291,830,1735
22440,0.972,0.179,0.839,0.809,0.426,0.605,0.362,688,1140
22441,0.339,0.314,0.09,0.805,0.514,0.051,0.308,485,1804
22442,0.301,0.933,0.863,0.05,0.121,0.459,0.949,254,270
22443,0.538,0.18,0.31,0.772,0.132,0.947,0.203,547,1888
22444,0.482,0.916,0.521,0.981,0.317,0.035,0.406,168,1533
22445,0.127,0.722,0.037,0.451,0.355,0.309,0.131,748,1805
22446,0.437,0.812,0.517,0.578,0.383,0.106,0.591,749,1722
22447,0.478,0.69,0.639,0.268,0.874,0.717,0.402,453,1695
22448,0.384,0.012,0.274,0.792,0.001,0.143,0.531,208,1376
22449,0.095,0.595,0.577,0.579,0.932,0.017,0.1,606,1578
22450,0.771,0.196,0.019,0.699,0.396,0.584,0.625,711,1525
22451,0.583,0.967,0.478,0.206,0.092,0.9,0.11,650,1635
22452,0.097,0.655,0.788,0.535,0.32,0.152,0.565,589,1460
22453,0.915,0.675,0.464,0.836,0.381,0.227,0.422,883,1954
22454,0.952,0.097,0.075,0.963,0.306,0.715,0.634,523,1800
22455,0.416,0.685,0.732,0.275,0.297,0.932,0.985,221,734
22456,0.386,0.44,0.095,0.101,0.438,0.812,0.419,203,544
22457,0.09,0.523,0.4,0.874,0.152,0.947,0.922,532,1255
22458,0.867,0.903,0.285,0.28,0.985,0.952,0.732,568,1499
22459,0.396,0.377,0.068,0.391,0.215,0.058,0.211,97,1831
22460,0.904,0.85,0.159,0.762,0.936,0.825,0.739,274,1121
22461,0.199,0.193,0.406,0.898,0.5,0.787,0.266,672,1658
22462,0.84,0.423,0.248,0.312,0.282,0.323,0.682,421,1729
22463,0.301,0.7,0.741,0.759,0.611,0.703,0.683,150,1369
22464,0.9,0.809,0.521,0.268,0.919,0.523,0.078,923,1845
22465,0.72,0.16,0.279,0.812,0.249,0.508,0.44,327,1148
22466,0.283,0.622,0.734,0.608,0.759,0.09,0.617,950,1670
22467,0.22,0.332,0.15,0.29,0.735,0.017,0.7,240,944
22468,0.518,0.126,0.809,0.43,0.885,0.405,0.578,871,1800
22469,0.519,0.446,0.559,0.782,0.008,0.561,0.177,845,1192
22470,0.264,0.057,0.674,0.787,0.419,0.822,0.325,37,935
22471,0.352,0.823,0.867,0.628,0.667,0.898,0.855,94,134
22472,0.129,0.617,0.216,0.91,0.266,0.174,0.686,1000,1574
22473,0.476,0.368,0.623,0.235,0.961,0.97,0.945,67,923
22474,0.159,0.9,0.036,0.077,0.898,0.627,0.674,149,1418
22475,0.046,0.389,0.336,0.692,0.397,0.09,0.088,513,1617
22476,0.903,0.036,0.312,0.827,0.341,0.397,0.788,610,1537
22477,0.43,0.194,0.855,0.325,0.064,0.563,0.226,350,633
22478,0.142,0.619,0.099,0.526,0.702,0.159,0.222,427,534
22479,0.228,0.824,0.446,0.84,0.14,0.14,0.916,677,1250
22480,0.021,0.225,0.806,0.331,0.096,0.484,0.428,52,329
22481,0.776,0.591,0.764,0.017,0.229,0.547,0.366,915,1344
22482,0.314,0.197,0.616,0.499,0.676,0.279,0.333,185,230
22483,0.081,0.281,0.814,0.351,0.516,0.81,0.769,556,1167
22484,0.359,0.901,0.849,0.97,0.067,0.7,0.846,304,1092
22485,0.326,0.134,0.575,0.765,0.738,0.283,0.158,430,843
22486,0.183,0.81,0.922,0.012,0.161,0.778,0.26,516,1574
22487,0.152,0.757,0.109,0.486,0.895,0.807,0.305,363,469
22488,0.438,0.283,0.722,0.375,0.624,0.305,0.012,314,796
22489,0.937,0.575,0.537,0.848,0.362,0.768,0.658,967,1707
22490,0.893,0.776,0.96,0.417,0.103,0.238,0.351,707,1311
22491,0.924,0.984,0.645,0.343,0.392,0.742,0.237,305,1189
22492,0.207,0.54,0.834,0.697,0.222,0.795,0.089,537,661
22493,0.77,0.194,0.578,0.399,0.611,0.336,0.741,651,893
22494,0.551,0.032,0.822,0.842,0.224,0.992,0.675,288,1299
22495,0.337,0.729,0.674,0.88,0.932,0.01,0.59,362,534
22496,0.072,0.485,0.495,0.088,0.89,0.309,0.832,616,1764
22497,0.313,0.02,0.853,0.279,0.486,0.269,0.329,814,1597
22498,0.925,0.762,0.254,0.231,0.665,0.326,0.793,127,1008
22499,0.139,0.199,0.006,0.758,0.258,0.377,0.162,521,1312
22500,0.423,0.455,0.884,0.464,0.92,0.832,0.329,162,754
22501,0.492,0.662,0.895,0.215,0.45,0.422,0.44,332,608
22502,0.885,0.187,0.455,0.093,0.971,0.102,0.93,644,1137
22503,0.731,0.78,0.126,0.575,0.092,0.486,0.812,464,1188
22504,0.833,0.185,0.485,0.484,0.215,0.761,0.354,987,1296
22505,0.684,0.371,0.936,0.481,0.595,0.406,0.467,250,1578
22506,0.276,0.166,0.695,0.336,0.451,0.642,0.399,487,985
22507,0.466,0.231,0.417,0.651,0.574,0.507,0.751,992,1556
22508,0.587,0.524,0.665,0.166,0.855,0.241,0.386,419,1010
22509,0.778,0.122,0.497,0.923,0.742,0.875,0.622,722,1018
22510,0.079,0.035,0.543,0.411,0.829,0.607,0.79,476,1835
22511,0.03,0.931,0.595,0.883,0.841,0.856,0.876,95,667
22512,0.865,0.94,0.41,0.315,0.548,0.778,0.978,72,395
22513,0.313,0.968,0.359,0.572,0.012,0.864,0.907,534,1535
22514,0.301,0.393,0.843,0.348,0.256,0.788,0.066,233,1718
22515,0.568,0.449,0.5,0.963,0.483,0.062,0.229,728,767
22516,0.575,0.701,0.611,0.206,0.514,0.561,0.797,277,1907
22517,0.48,0.503,0.249,0.934,0.102,0.363,0.711,372,1709
22518,0.605,0.937,0.418,0.269,0.746,0.927,0.663,339,1606
22519,0.486,0.717,0.029,0.774,0.541,0.018,0.124,764,1453
22520,0.545,0.024,0.552,0.391,0.398,0.17,0.243,743,1279
22521,0.817,0.414,0.039,0.658,0.826,0.36,0.066,796,1334
22522,0.991,0.666,0.347,0.468,0.98,0.342,0.588,364,952
22523,0.227,0.144,0.961,0.757,0.308,0.949,0.198,625,657
22524,0.556,0.006,0.887,0.175,0.299,0.802,0.24,559,1715
22525,0.621,0.061,0.56,0.165,0.821,0.716,0.666,794,1377
22526,0.508,0.86,0.605,0.899,0.735,0.27,0.077,370,1475
22527,0.457,0.458,0.7,0.692,0.082,0.4,0.281,805,1105
22528,0.727,0.839,0.175,0.544,0.257,0.105,0.118,894,1916
22529,0.477,0.076,0.215,0.951,0.716,0.441,0.215,589,1004
22530,0.718,0.615,0.617,0.514,0.611,0.427,0.396,915,1307
22531,0.592,0.897,0.366,0.533,0.712,0.283,0.624,303,1711
22532,0.35,0.585,0.628,0.473,0.982,0.906,0.248,386,1603
22533,0.34,0.293,0.199,0.326,0.665,0.305,0.014,226,402
22534,0.059,0.603,0.21,0.909,0.371,0.284,0.414,979,1939
22535,0.832,0.145,0.829,0.587,0.838,0.488,0.997,442,636
22536,0.03,0.955,0.75,0.564,0.597,0.849,0.007,335,954
22537,0.302,0.406,0.409,0.337,0.92,0.118,0.074,826,1077
22538,0.298,0.981,0.951,0.722,0.772,0.203,0.401,871,1130
22539,0.286,0.464,0.403,0.034,0.254,0.765,0.856,489,1047
22540,0.234,0.378,0.943,0.946,0.552,0.77,0.359,198,1018
22541,0.18,0.992,0.78,0.701,0.533,0.845,0.656,493,1307
22542,0.138,0.563,0.872,0.05,0.152,0.509,0.317,595,1060
22543,0.746,0.703,0.398,0.106,0.167,0.936,0.334,535,1977
22544,0.531,0.525,0.835,0.906,0.947,0.679,0.777,310,1049
22545,0.683,0.814,0.533,0.377,0.08,0.581,0.374,701,1614
22546,0.221,0.257,0.326,0.927,0.885,0.687,0.332,678,733
22547,0.944,0.564,0.408,0.297,0.222,0.805,0.067,608,743
22548,0.125,0.745,0.242,0.285,0.797,0.449,0.703,280,378
22549,0.882,0.348,0.461,0.429,0.738,0.061,0.829,545,1824
22550,0.573,0.695,0.124,0.73,0.702,0.888,0.807,792,1490
22551,0.768,0.749,0.387,0.251,0.894,0.712,0.894,641,1919
22552,0.856,0.279,0.532,0.109,0.902,0.349,0.668,116,299
22553,0.683,0.251,0.631,0.262,0.612,0.531,0.865,802,810
22554,0.335,0.623,0.409,0.098,0.93,0.238,0.679,693,1466
22555,0.914,0.765,0.273,0.345,0.459,0.564,0.912,656,1138
