id,t,u,v,w,x,ts_in,ts_out
24975,0.653,0.331,0.167,0.136,0.173,891,1905
24976,0.652,0.331,0.167,0.122,0.169,978,1816
24977,0.65,0.361,0.121,0.107,0.164,198,436
24978,0.65,0.381,0.152,0.096,0.16,845,1488
24979,0.649,0.436,0.136,0.089,0.156,949,1927
24980,0.649,0.539,0.152,0.077,0.152,153,1508
24981,0.649,0.464,0.182,0.068,0.148,375,1580
24982,0.648,0.414,0.227,0.064,0.143,551,1898
24983,0.647,0.436,0.197,0.064,0.139,255,703
24984,0.647,0.439,0.152,0.064,0.135,599,1739
24985,0.647,0.461,0.152,0.064,0.131,117,1012
24986,0.646,0.447,0.197,0.064,0.126,453,1068
24987,0.831,0.328,0.076,0.382,0.829,744,795
24988,0.83,0.55,0.03,0.366,0.831,964,1168
24989,0.831,0.792,0.045,0.349,0.834,741,1232
24990,0.831,0.178,0.152,0.334,0.836,285,1889
24991,0.828,0.194,0.242,0.319,0.838,535,934
24992,0.826,0.222,0.197,0.305,0.841,25,41
24993,0.823,0.347,0.197,0.28,0.845,308,1809
24994,0.821,0.339,0.258,0.269,0.848,703,1552
24995,0.819,0.339,0.288,0.259,0.85,673,1842
24996,0.817,0.356,0.273,0.251,0.853,36,869
24997,0.814,0.339,0.288,0.245,0.855,587,1498
24998,0.812,0.3,0.273,0.24,0.858,994,1883
24999,0.809,0.303,0.182,0.237,0.86,106,1163
25000,0.808,0.375,0.136,0.236,0.862,230,841
25001,0.808,0.381,0.167,0.237,0.865,528,937
25002,0.807,0.417,0.136,0.24,0.868,339,892
25003,0.807,0.417,0.136,0.245,0.87,726,1323
25004,0.805,0.517,0.106,0.251,0.873,173,1260
25005,0.807,0.619,0.152,0.258,0.875,728,1748
25006,0.808,0.603,0.152,0.261,0.878,228,1292
25007,0.808,0.6,0.121,0.266,0.88,310,1945
25008,0.808,0.625,0.091,0.271,0.883,605,985
25009,0.812,0.369,0.152,0.107,0.98,157,809
25010,0.811,0.442,0.121,0.107,0.981,551,1063
25011,0.811,0.403,0.121,0.107,0.982,413,1053
25012,0.809,0.292,0.197,0.11,0.984,769,1279
25013,0.808,0.264,0.152,0.116,0.985,419,1726
25014,0.807,0.25,0.136,0.122,0.987,619,1857
25015,0.805,0.25,0.091,0.107,0.988,891,1968
25016,0.805,0.228,0.106,0.096,0.989,743,1709
25017,0.802,0.189,0.121,0.089,0.991,502,926
25018,0.802,0.144,0.091,0.086,0.992,432,520
25019,0.802,0.208,0.167,0.077,0.99,418,1416
25020,0.8,0.189,0.136,0.068,0.986,678,705
25021,0.799,0.125,0.121,0.061,0.981,943,1354
25022,0.798,0.067,0.136,0.048,0.977,679,925
25023,0.798,0.089,0.152,0.043,0.973,286,1420
25024,0.797,0.142,0.152,0.043,0.969,953,1725
25025,0.797,0.1,0.091,0.043,0.965,632,1286
25026,0.796,0.089,0.136,0.043,0.961,129,247
25027,0.795,0.05,0.152,0.043,0.957,757,1493
25028,0.795,0.989,0.152,0.043,0.952,142,1956
25029,0.795,0.875,0.212,0.048,0.948,887,1639
25030,0.798,0.875,0.136,0.061,0.944,567,969
25031,0.798,0.2,0.076,0.064,0.94,334,1456
25032,0.797,0.172,0.076,0.064,0.936,476,1588
25033,0.796,0.064,0.121,0.064,0.932,326,546
25034,0.796,0.083,0.197,0.064,0.927,236,1079
25035,0.794,0.125,0.242,0.068,0.923,407,1838
25036,0.792,0.139,0.227,0.077,0.919,915,1508
25037,0.791,0.119,0.167,0.086,0.915,815,1717
25038,0.79,0.0,0.121,0.089,0.911,696,1482
25039,0.791,0.972,0.106,0.096,0.907,715,1470
25040,0.791,0.039,0.061,0.107,0.903,610,1701
25041,0.791,0.125,0.061,0.116,0.899,880,1304
25042,0.79,0.15,0.091,0.125,0.894,344,1319
25043,0.789,0.164,0.152,0.137,0.89,65,1465
25044,0.787,0.15,0.121,0.152,0.886,93,1421
25045,0.787,0.022,0.03,0.163,0.882,257,780
25046,0.787,0.25,0.045,0.156,0.878,565,1283
25047,0.786,0.272,0.106,0.152,0.874,956,1225
25048,0.786,0.297,0.167,0.15,0.87,877,1989
25049,0.784,0.325,0.212,0.15,0.866,976,1245
25050,0.782,0.35,0.227,0.15,0.861,267,743
25051,0.78,0.372,0.242,0.15,0.857,600,1826
25052,0.779,0.411,0.212,0.15,0.853,554,1781
25053,0.778,0.425,0.212,0.15,0.849,646,1727
25054,0.777,0.447,0.182,0.15,0.845,268,1174
25055,0.777,0.489,0.152,0.15,0.841,664,693
25056,0.777,0.55,0.152,0.152,0.837,956,1245
25057,0.778,0.519,0.121,0.156,0.833,575,619
25058,0.777,0.436,0.076,0.163,0.828,302,380
25059,0.777,0.297,0.076,0.173,0.824,618,1891
25060,0.775,0.236,0.136,0.183,0.82,856,1602
25061,0.774,0.203,0.106,0.192,0.816,104,1244
25062,0.774,0.192,0.167,0.195,0.812,902,1711
25063,0.772,0.186,0.212,0.192,0.808,0,1956
25064,0.77,0.172,0.227,0.183,0.804,611,1189
25065,0.769,0.15,0.212,0.173,0.8,466,1497
25066,0.767,0.15,0.227,0.163,0.796,688,1338
25067,0.765,0.172,0.288,0.144,0.791,382,1433
25068,0.763,0.172,0.288,0.125,0.787,619,1585
25069,0.76,0.167,0.258,0.107,0.783,395,1744
25070,0.758,0.181,0.227,0.091,0.779,574,1272
25071,0.757,0.214,0.258,0.077,0.775,933,1525
25072,0.754,0.222,0.273,0.061,0.771,974,1210
25073,0.752,0.206,0.227,0.043,0.767,954,1204
25074,0.75,0.167,0.212,0.021,0.763,339,1460
25075,0.748,0.086,0.182,0.0,0.759,645,1420
25076,0.748,0.958,0.197,0.0,0.755,962,1095
25077,0.749,0.894,0.227,0.021,0.75,414,819
25078,0.751,0.861,0.242,0.043,0.746,494,1304
25079,0.752,0.833,0.136,0.064,0.742,470,684
25080,0.753,0.536,0.091,0.086,0.738,743,1129
25081,0.753,0.458,0.258,0.107,0.734,682,1372
25082,0.752,0.436,0.394,0.122,0.73,246,1522
25083,0.75,0.422,0.455,0.125,0.726,294,1997
25084,0.747,0.408,0.485,0.116,0.722,611,781
25085,0.745,0.406,0.47,0.107,0.718,190,1579
25086,0.742,0.394,0.485,0.091,0.714,146,379
25087,0.739,0.389,0.5,0.077,0.71,868,1517
25088,0.735,0.386,0.5,0.061,0.705,623,1781
25089,0.732,0.369,0.515,0.048,0.701,204,464
25090,0.728,0.361,0.409,0.03,0.697,867,1962
25091,0.725,0.369,0.136,0.021,0.693,57,1404
25092,0.726,0.861,0.167,0.0,0.689,420,1507
25093,0.728,0.861,0.333,0.0,0.685,737,879
25094,0.731,0.864,0.409,0.021,0.681,234,858
25095,0.734,0.869,0.424,0.043,0.677,208,1166
25096,0.737,0.869,0.455,0.061,0.673,845,1595
25097,0.741,0.886,0.439,0.077,0.669,220,858
25098,0.743,0.897,0.439,0.091,0.665,485,604
25099,0.746,0.903,0.424,0.107,0.661,64,298
25100,0.748,0.908,0.379,0.122,0.657,987,1071
25101,0.75,0.917,0.348,0.137,0.653,372,1115
25102,0.752,0.947,0.288,0.155,0.648,389,1755
25103,0.752,0.972,0.242,0.168,0.644,278,1743
25104,0.752,0.031,0.182,0.183,0.64,415,1669
25105,0.752,0.194,0.258,0.192,0.636,551,994
25106,0.748,0.242,0.288,0.203,0.632,963,1272
25107,0.745,0.256,0.273,0.211,0.628,570,1419
25108,0.743,0.272,0.273,0.204,0.624,83,1179
25109,0.741,0.286,0.212,0.198,0.62,690,1636
25110,0.739,0.253,0.136,0.192,0.616,180,1768
25111,0.738,0.175,0.152,0.183,0.612,867,1890
25112,0.736,0.158,0.197,0.177,0.608,44,1267
25113,0.735,0.136,0.197,0.173,0.604,464,1474
25114,0.734,0.142,0.197,0.172,0.6,498,554
25115,0.732,0.15,0.197,0.172,0.596,151,1501
25116,0.731,0.125,0.197,0.172,0.592,825,1480
25117,0.729,0.019,0.167,0.172,0.588,43,904
25118,0.731,0.85,0.212,0.177,0.58,641,1291
25119,0.734,0.811,0.242,0.183,0.576,262,1351
25120,0.735,0.781,0.227,0.192,0.572,515,1158
25121,0.738,0.761,0.273,0.203,0.568,348,735
25122,0.741,0.794,0.212,0.211,0.564,44,1390
25123,0.741,0.875,0.182,0.221,0.56,871,1921
25124,0.743,0.889,0.242,0.231,0.556,893,1149
25125,0.745,0.975,0.212,0.24,0.552,17,1893
25126,0.744,0.028,0.182,0.251,0.548,33,339
25127,0.744,0.961,0.167,0.259,0.544,287,321
25128,0.744,0.925,0.121,0.269,0.54,661,730
25129,0.745,0.85,0.091,0.279,0.536,530,1745
25130,0.746,0.125,0.015,0.288,0.532,788,1939
25131,0.745,0.25,0.03,0.298,0.528,214,1201
25132,0.746,0.25,0.015,0.31,0.524,42,1696
25133,0.745,0.278,0.061,0.322,0.52,494,1535
25134,0.744,0.3,0.121,0.336,0.516,504,1501
25135,0.742,0.306,0.121,0.346,0.512,471,1450
25136,0.742,0.289,0.061,0.356,0.508,372,826
25137,0.741,0.25,0.136,0.365,0.504,395,704
25138,0.74,0.25,0.091,0.375,0.5,219,653
25139,0.74,0.231,0.091,0.384,0.496,983,1325
25140,0.738,0.211,0.136,0.394,0.492,791,1461
25141,0.737,0.086,0.061,0.405,0.488,411,1938
25142,0.737,0.983,0.106,0.417,0.484,496,597
25143,0.737,0.986,0.152,0.413,0.481,176,1004
25144,0.737,0.056,0.152,0.404,0.477,180,391
25145,0.736,0.125,0.152,0.394,0.473,270,1903
25146,0.735,0.136,0.152,0.384,0.469,557,1445
25147,0.735,0.083,0.121,0.375,0.465,156,605
25148,0.735,0.053,0.136,0.365,0.461,974,1490
25149,0.734,0.128,0.227,0.356,0.457,454,532
25150,0.732,0.153,0.212,0.346,0.453,593,1682
25151,0.73,0.192,0.182,0.336,0.449,587,658
25152,0.729,0.181,0.167,0.327,0.446,440,789
25153,0.728,0.069,0.106,0.317,0.442,479,1232
25154,0.728,0.183,0.136,0.308,0.438,249,1182
25155,0.725,0.25,0.136,0.299,0.434,132,1441
25156,0.725,0.375,0.045,0.292,0.43,12,671
25157,0.724,0.322,0.106,0.279,0.426,972,1834
25158,0.723,0.5,0.045,0.258,0.423,750,885
25159,0.725,0.639,0.061,0.236,0.419,167,863
25160,0.724,0.269,0.091,0.215,0.415,670,1016
25161,0.723,0.236,0.136,0.193,0.411,779,815
25162,0.722,0.186,0.076,0.172,0.407,956,1909
25163,0.722,0.156,0.106,0.15,0.403,62,1510
25164,0.72,0.181,0.197,0.129,0.4,721,845
25165,0.719,0.169,0.182,0.107,0.396,778,1544
25166,0.717,0.183,0.242,0.086,0.392,465,939
25167,0.715,0.194,0.288,0.064,0.388,686,1976
25168,0.713,0.1,0.121,0.043,0.385,338,1688
25169,0.714,0.911,0.091,0.021,0.381,241,392
25170,0.714,0.925,0.015,0.0,0.377,316,1500
25171,0.714,0.719,0.152,0.021,0.373,352,1289
25172,0.716,0.731,0.182,0.043,0.37,823,1809
25173,0.717,0.758,0.136,0.064,0.366,142,860
25174,0.719,0.828,0.091,0.086,0.362,992,1793
25175,0.718,0.081,0.076,0.107,0.359,717,1750
25176,0.717,0.158,0.121,0.125,0.355,933,1147
25177,0.716,0.15,0.091,0.144,0.351,373,719
25178,0.716,0.161,0.061,0.163,0.348,175,1387
25179,0.715,0.233,0.106,0.183,0.344,799,964
25180,0.715,0.242,0.136,0.204,0.34,56,387
25181,0.713,0.169,0.076,0.224,0.337,11,1006
25182,0.714,0.047,0.076,0.266,0.33,386,644
25183,0.712,0.408,0.106,0.292,0.323,639,1275
25184,0.712,0.425,0.167,0.299,0.319,243,1002
25185,0.711,0.386,0.197,0.308,0.316,439,1288
25186,0.71,0.369,0.167,0.317,0.312,230,562
25187,0.709,0.328,0.121,0.328,0.309,943,1844
25188,0.708,0.267,0.076,0.325,0.305,771,839
25189,0.707,0.189,0.061,0.304,0.302,777,1810
25190,0.707,0.036,0.045,0.283,0.298,864,1911
25191,0.707,0.906,0.076,0.261,0.295,151,1353
25192,0.707,0.139,0.121,0.24,0.292,426,975
25193,0.706,0.192,0.182,0.219,0.288,290,1851
25194,0.704,0.225,0.091,0.198,0.285,879,1083
25195,0.704,0.333,0.061,0.177,0.282,138,526
25196,0.703,0.35,0.061,0.156,0.278,676,1134
25197,0.703,0.408,0.076,0.136,0.275,753,1355
25198,0.703,0.475,0.091,0.116,0.272,277,832
25199,0.703,0.442,0.106,0.096,0.269,497,951
25200,0.702,0.394,0.167,0.077,0.266,221,1248
25201,0.701,0.372,0.227,0.061,0.263,247,1110
25202,0.699,0.372,0.227,0.048,0.26,492,1952
25203,0.698,0.383,0.197,0.043,0.256,495,1330
25204,0.697,0.375,0.152,0.043,0.253,451,480
25205,0.696,0.383,0.091,0.03,0.25,644,1650
25206,0.696,0.386,0.061,0.021,0.247,184,478
25207,0.695,0.344,0.076,0.021,0.244,137,1500
25208,0.694,0.375,0.061,0.021,0.242,403,1810
25209,0.694,0.392,0.106,0.03,0.239,960,1214
25210,0.693,0.392,0.152,0.021,0.236,486,1304
25211,0.692,0.386,0.136,0.021,0.233,611,1972
25212,0.691,0.375,0.091,0.021,0.23,289,1847
25213,0.691,0.344,0.045,0.021,0.228,634,1506
25214,0.691,0.278,0.076,0.021,0.225,97,180
25215,0.689,0.317,0.091,0.021,0.223,976,1854
25216,0.689,0.331,0.076,0.021,0.22,980,1342
25217,0.689,0.125,0.015,0.021,0.218,385,688
25218,0.689,0.1,0.061,0.021,0.215,940,1936
25219,0.688,0.233,0.136,0.021,0.213,832,856
25220,0.687,0.347,0.121,0.021,0.21,858,1778
25221,0.686,0.369,0.121,0.0,0.208,630,737
25222,0.685,0.306,0.152,0.0,0.206,151,1519
25223,0.683,0.267,0.106,0.0,0.204,197,826
25224,0.683,0.194,0.091,0.0,0.202,520,1491
25225,0.682,0.161,0.121,0.0,0.2,427,680
25226,0.681,0.167,0.121,0.0,0.198,153,665
25227,0.68,0.114,0.076,0.021,0.196,482,588
25228,0.681,0.1,0.091,0.021,0.194,835,1974
25229,0.68,0.164,0.167,0.021,0.193,844,1327
25230,0.678,0.169,0.167,0.021,0.191,349,1405
25231,0.678,0.239,0.182,0.021,0.189,715,832
25232,0.675,0.294,0.288,0.03,0.188,873,1225
25233,0.672,0.317,0.333,0.03,0.187,576,1136
25234,0.669,0.325,0.288,0.021,0.185,653,714
25235,0.667,0.308,0.167,0.021,0.184,713,1139
25236,0.666,0.028,0.061,0.0,0.183,70,256
25237,0.667,0.906,0.182,0.021,0.182,705,825
25238,0.668,0.95,0.197,0.021,0.181,413,1606
25239,0.668,0.95,0.212,0.03,0.18,998,1017
25240,0.669,0.925,0.212,0.043,0.179,811,1886
25241,0.67,0.964,0.182,0.048,0.179,615,987
25242,0.67,0.956,0.182,0.061,0.178,325,1759
25243,0.671,0.964,0.182,0.077,0.178,88,1647
25244,0.671,0.064,0.152,0.091,0.177,247,1843
25245,0.669,0.094,0.136,0.107,0.177,986,1852
25246,0.669,0.017,0.091,0.11,0.177,539,1135
25247,0.67,0.042,0.106,0.116,0.177,736,1248
25248,0.669,0.1,0.106,0.125,0.177,84,1847
25249,0.668,0.15,0.106,0.137,0.177,365,1931
25250,0.667,0.225,0.106,0.152,0.177,592,1296
25251,0.653,0.297,0.136,0.125,0.177,621,906
25252,0.652,0.308,0.167,0.116,0.173,291,334
25253,0.651,0.306,0.136,0.107,0.169,213,1867
25254,0.65,0.311,0.121,0.091,0.164,668,1213
25255,0.649,0.336,0.167,0.077,0.16,383,818
25256,0.647,0.414,0.152,0.068,0.156,15,959
25257,0.648,0.503,0.167,0.061,0.152,740,1817
25258,0.831,0.347,0.091,0.429,0.821,910,1677
25259,0.83,0.411,0.167,0.412,0.823,189,1189
25260,0.829,0.433,0.197,0.396,0.825,799,1293
25261,0.828,0.531,0.182,0.38,0.828,866,1910
25262,0.83,0.578,0.167,0.364,0.83,70,1056
25263,0.83,0.397,0.152,0.349,0.832,825,905
25264,0.826,0.306,0.273,0.322,0.837,814,1439
25265,0.823,0.333,0.273,0.31,0.84,46,830
25266,0.821,0.364,0.258,0.298,0.842,47,1491
25267,0.82,0.358,0.273,0.288,0.844,69,1672
25268,0.817,0.339,0.288,0.279,0.847,390,1288
25269,0.814,0.331,0.242,0.271,0.849,468,1659
25270,0.813,0.3,0.182,0.266,0.852,795,1774
25271,0.812,0.258,0.212,0.261,0.854,866,895
25272,0.809,0.25,0.182,0.258,0.857,101,1156
25273,0.808,0.25,0.121,0.258,0.859,868,1195
25274,0.807,0.267,0.136,0.258,0.862,597,622
25275,0.806,0.336,0.121,0.261,0.864,457,1465
25276,0.805,0.406,0.106,0.266,0.867,436,1707
25277,0.805,0.578,0.076,0.271,0.869,188,923
25278,0.806,0.572,0.106,0.279,0.872,794,1719
25279,0.806,0.597,0.167,0.283,0.874,82,1671
25280,0.808,0.658,0.167,0.286,0.877,704,1948
25281,0.808,0.717,0.106,0.292,0.88,390,1798
25282,0.809,0.767,0.106,0.299,0.882,142,712
25283,0.811,0.447,0.182,0.089,0.974,488,989
25284,0.81,0.408,0.227,0.086,0.976,516,1068
25285,0.808,0.464,0.197,0.086,0.977,580,1329
25286,0.809,0.472,0.182,0.086,0.978,602,846
25287,0.808,0.375,0.197,0.089,0.98,438,1374
25288,0.807,0.361,0.167,0.096,0.981,2,187
25289,0.806,0.344,0.152,0.107,0.983,710,1185
25290,0.804,0.353,0.106,0.107,0.984,826,1843
25291,0.804,0.333,0.076,0.107,0.985,408,472
25292,0.804,0.256,0.076,0.107,0.987,640,1429
25293,0.804,0.264,0.091,0.107,0.988,269,319
25294,0.802,0.261,0.167,0.096,0.99,41,1141
25295,0.8,0.25,0.121,0.089,0.986,597,1821
25296,0.8,0.219,0.061,0.077,0.982,488,1749
25297,0.799,0.175,0.045,0.068,0.978,22,102
25298,0.799,0.206,0.091,0.064,0.974,423,1262
25299,0.798,0.244,0.167,0.064,0.97,703,1585
25300,0.796,0.317,0.076,0.064,0.966,86,588
25301,0.797,0.375,0.015,0.064,0.962,259,563
25302,0.796,0.125,0.045,0.064,0.957,538,1935
25303,0.796,0.95,0.03,0.064,0.953,161,1277
25304,0.797,0.708,0.106,0.068,0.949,146,1798
25305,0.798,0.522,0.106,0.077,0.945,761,1053
25306,0.796,0.406,0.152,0.086,0.941,473,673
25307,0.796,0.514,0.076,0.086,0.937,606,1801
25308,0.797,0.7,0.03,0.086,0.933,85,1312
25309,0.797,0.211,0.091,0.086,0.928,988,1896
25310,0.795,0.217,0.182,0.089,0.924,261,725
25311,0.793,0.183,0.182,0.096,0.92,0,416
25312,0.792,0.119,0.152,0.107,0.916,516,1431
25313,0.792,0.042,0.106,0.11,0.912,393,1031
25314,0.792,0.214,0.061,0.116,0.908,438,1864
25315,0.791,0.392,0.091,0.125,0.904,83,717
25316,0.791,0.439,0.121,0.136,0.899,670,1876
25317,0.79,0.425,0.091,0.144,0.895,676,1525
25318,0.79,0.292,0.076,0.15,0.891,537,1262
25319,0.788,0.194,0.121,0.15,0.887,853,1262
25320,0.787,0.214,0.061,0.144,0.883,21,1114
25321,0.787,0.336,0.061,0.136,0.879,556,1746
25322,0.786,0.317,0.136,0.13,0.875,489,1098
25323,0.785,0.319,0.227,0.129,0.871,285,1898
25324,0.782,0.339,0.273,0.129,0.866,651,1516
25325,0.78,0.358,0.303,0.129,0.862,246,268
25326,0.778,0.383,0.273,0.129,0.858,214,1087
25327,0.777,0.419,0.227,0.129,0.854,446,1394
25328,0.776,0.433,0.227,0.129,0.85,958,1834
25329,0.775,0.469,0.197,0.129,0.846,982,1757
25330,0.775,0.511,0.182,0.129,0.842,889,1994
25331,0.775,0.561,0.167,0.13,0.838,381,563
25332,0.776,0.567,0.136,0.136,0.833,671,697
25333,0.776,0.589,0.061,0.144,0.829,824,1028
25334,0.777,0.125,0.015,0.155,0.825,531,717
25335,0.776,0.125,0.121,0.163,0.821,205,688
25336,0.775,0.108,0.152,0.173,0.817,564,1431
25337,0.774,0.139,0.182,0.173,0.813,212,1574
25338,0.771,0.158,0.242,0.163,0.805,834,1235
25339,0.769,0.153,0.197,0.155,0.801,337,1841
25340,0.769,0.161,0.212,0.144,0.797,176,1698
25341,0.766,0.189,0.288,0.136,0.792,579,1776
25342,0.763,0.192,0.273,0.116,0.788,849,1516
25343,0.762,0.197,0.258,0.096,0.784,701,1917
25344,0.759,0.222,0.258,0.077,0.78,566,1811
25345,0.757,0.25,0.273,0.061,0.776,349,658
25346,0.754,0.269,0.288,0.048,0.772,201,1674
25347,0.752,0.275,0.182,0.03,0.768,638,1193
25348,0.751,0.156,0.106,0.021,0.764,833,1712
25349,0.75,0.031,0.167,0.0,0.76,688,970
25350,0.75,0.964,0.197,0.021,0.756,101,239
25351,0.751,0.903,0.197,0.03,0.751,706,1637
25352,0.752,0.858,0.136,0.048,0.747,433,1337
25353,0.753,0.414,0.061,0.068,0.743,622,1547
25354,0.752,0.403,0.258,0.089,0.739,82,274
25355,0.75,0.419,0.379,0.11,0.735,458,817
25356,0.748,0.419,0.439,0.116,0.731,263,1236
25357,0.746,0.417,0.485,0.107,0.727,545,1285
25358,0.743,0.414,0.5,0.096,0.723,980,1604
25359,0.741,0.414,0.5,0.089,0.719,790,1031
25360,0.738,0.403,0.5,0.077,0.715,299,634
25361,0.735,0.394,0.485,0.061,0.711,681,1863
25362,0.732,0.381,0.47,0.048,0.706,546,1104
25363,0.728,0.364,0.409,0.03,0.702,675,1505
25364,0.725,0.364,0.197,0.021,0.698,50,1710
25365,0.725,0.833,0.136,0.0,0.694,984,1878
25366,0.728,0.858,0.318,0.0,0.69,251,1207
25367,0.73,0.861,0.394,0.021,0.686,998,1919
25368,0.734,0.856,0.424,0.03,0.682,611,1353
25369,0.737,0.864,0.439,0.048,0.678,814,1295
25370,0.741,0.864,0.455,0.068,0.674,171,1525
25371,0.744,0.875,0.439,0.089,0.67,648,1765
25372,0.747,0.892,0.439,0.107,0.666,108,206
25373,0.749,0.906,0.409,0.122,0.662,219,886
25374,0.751,0.919,0.364,0.137,0.658,860,1818
25375,0.752,0.925,0.288,0.152,0.654,753,1488
25376,0.753,0.989,0.182,0.168,0.65,298,688
25377,0.753,0.089,0.061,0.185,0.646,984,1773
25378,0.753,0.311,0.121,0.198,0.642,476,1434
25379,0.751,0.3,0.303,0.211,0.637,670,1163
25380,0.747,0.292,0.288,0.221,0.633,323,1893
25381,0.746,0.264,0.258,0.231,0.629,951,1391
25382,0.742,0.247,0.273,0.224,0.625,818,854
25383,0.74,0.236,0.197,0.219,0.621,447,1514
25384,0.739,0.1,0.121,0.204,0.613,96,1215
25385,0.738,0.136,0.197,0.198,0.609,621,1668
25386,0.736,0.128,0.197,0.195,0.605,884,1607
25387,0.735,0.15,0.212,0.193,0.601,219,738
25388,0.733,0.15,0.197,0.193,0.597,498,1541
25389,0.732,0.092,0.167,0.193,0.593,938,1986
25390,0.731,0.011,0.182,0.193,0.589,211,479
25391,0.732,0.925,0.212,0.195,0.585,537,1220
25392,0.733,0.886,0.227,0.198,0.581,339,1139
25393,0.735,0.853,0.242,0.204,0.577,48,1116
25394,0.736,0.839,0.212,0.211,0.573,481,688
25395,0.738,0.792,0.258,0.221,0.569,722,734
25396,0.741,0.778,0.242,0.231,0.565,114,1272
25397,0.743,0.797,0.182,0.24,0.561,776,1941
25398,0.745,0.814,0.227,0.251,0.557,791,861
25399,0.747,0.956,0.136,0.259,0.553,865,1457
25400,0.745,0.033,0.152,0.269,0.549,537,1381
25401,0.746,0.972,0.167,0.279,0.545,354,1271
25402,0.746,0.033,0.121,0.288,0.541,349,1819
25403,0.746,0.939,0.045,0.298,0.537,133,1191
25404,0.746,0.25,0.03,0.308,0.533,225,1177
25405,0.745,0.3,0.045,0.317,0.529,180,567
25406,0.745,0.392,0.045,0.328,0.526,832,1487
25407,0.744,0.339,0.061,0.339,0.521,597,1370
25408,0.744,0.267,0.106,0.352,0.517,677,1241
25409,0.742,0.25,0.106,0.365,0.514,90,321
25410,0.742,0.25,0.045,0.375,0.51,239,1305
25411,0.741,0.25,0.136,0.384,0.506,158,1434
25412,0.74,0.25,0.091,0.394,0.502,259,700
25413,0.74,0.225,0.076,0.404,0.498,466,1640
25414,0.739,0.156,0.106,0.413,0.494,113,1991
25415,0.738,0.972,0.136,0.413,0.49,690,1260
25416,0.739,0.947,0.212,0.404,0.486,739,1611
25417,0.74,0.986,0.212,0.394,0.482,996,1179
25418,0.74,0.078,0.212,0.384,0.478,467,1159
25419,0.738,0.114,0.197,0.375,0.474,374,1686
25420,0.737,0.125,0.182,0.365,0.47,552,1691
25421,0.735,0.067,0.121,0.356,0.467,355,716
25422,0.736,0.014,0.121,0.346,0.463,980,1947
25423,0.735,0.15,0.212,0.336,0.459,889,995
25424,0.733,0.181,0.242,0.327,0.455,525,1673
25425,0.731,0.175,0.212,0.317,0.451,275,1524
25426,0.729,0.161,0.152,0.308,0.447,39,865
25427,0.729,0.156,0.076,0.298,0.443,804,1712
25428,0.729,0.239,0.182,0.288,0.44,62,1934
25429,0.726,0.25,0.167,0.279,0.436,881,1794
25430,0.725,0.25,0.045,0.271,0.432,220,1890
25431,0.725,0.225,0.091,0.266,0.428,347,430
25432,0.723,0.086,0.015,0.258,0.424,901,1965
25433,0.724,0.647,0.03,0.236,0.42,386,1886
25434,0.724,0.333,0.076,0.215,0.417,119,284
25435,0.723,0.256,0.091,0.193,0.413,837,1553
25436,0.723,0.125,0.061,0.172,0.409,986,1605
25437,0.723,0.075,0.106,0.15,0.405,171,677
25438,0.722,0.142,0.197,0.129,0.402,468,1503
25439,0.72,0.15,0.212,0.107,0.398,919,1968
25440,0.719,0.178,0.242,0.086,0.394,395,1458
25441,0.716,0.197,0.288,0.064,0.39,12,402
25442,0.713,0.111,0.121,0.043,0.387,678,1783
25443,0.714,0.983,0.076,0.021,0.383,331,927
25444,0.713,0.2,0.076,0.0,0.379,840,1652
25445,0.713,0.703,0.121,0.021,0.375,995,1991
25446,0.715,0.708,0.197,0.043,0.372,644,1465
25447,0.717,0.708,0.167,0.064,0.368,226,545
25448,0.718,0.731,0.121,0.086,0.364,940,1734
25449,0.719,0.039,0.03,0.107,0.361,80,1367
25450,0.719,0.181,0.121,0.129,0.357,133,1286
25451,0.717,0.2,0.106,0.15,0.354,280,1183
25452,0.717,0.219,0.076,0.172,0.35,336,923
25453,0.716,0.206,0.106,0.192,0.346,887,1877
25454,0.714,0.192,0.136,0.211,0.343,401,1647
25455,0.713,0.081,0.076,0.231,0.339,135,1495
25456,0.714,0.897,0.076,0.251,0.336,41,132
25457,0.715,0.228,0.076,0.271,0.332,877,1915
25458,0.713,0.294,0.152,0.292,0.329,115,1352
25459,0.711,0.35,0.136,0.313,0.325,209,1185
25460,0.71,0.375,0.136,0.319,0.321,795,843
25461,0.709,0.35,0.121,0.327,0.318,8,431
25462,0.708,0.331,0.091,0.336,0.315,349,1150
25463,0.708,0.286,0.061,0.344,0.311,706,1116
25464,0.707,0.169,0.03,0.323,0.308,591,1644
25465,0.708,0.139,0.061,0.301,0.304,792,1991
25466,0.707,0.175,0.03,0.28,0.301,989,1565
25467,0.708,0.625,0.045,0.258,0.298,689,1959
25468,0.708,0.317,0.076,0.237,0.294,434,856
25469,0.706,0.231,0.152,0.215,0.291,129,436
25470,0.705,0.208,0.136,0.195,0.288,410,1024
