id,t,u,v,w,x,y,z,time_in,time_out
32900,0.735,0.0,0.182,0.043,0.508,0.795,0.854,578,1158
32901,0.735,0.958,0.197,0.043,0.504,0.768,0.866,812,912
32902,0.735,0.028,0.182,0.048,0.5,0.815,0.85,338,1953
32903,0.734,0.061,0.167,0.061,0.497,0.839,0.854,530,1187
32904,0.735,0.986,0.136,0.068,0.493,0.811,0.882,942,1755
32905,0.735,0.103,0.136,0.077,0.49,0.866,0.866,113,525
32906,0.733,0.075,0.106,0.089,0.486,0.854,0.882,464,1770
32907,0.733,0.119,0.121,0.096,0.483,0.874,0.878,4,811
32908,0.731,0.183,0.091,0.107,0.479,0.89,0.898,43,582
32909,0.731,0.0,0.0,0.116,0.476,0.858,0.937,984,1174
32910,0.731,0.125,0.045,0.125,0.472,0.866,0.913,95,204
32911,0.731,0.969,0.061,0.136,0.469,0.839,0.917,993,1640
32912,0.731,0.05,0.03,0.144,0.466,0.854,0.921,38,905
32913,0.731,0.125,0.045,0.155,0.462,0.866,0.913,565,1044
32914,0.731,0.125,0.061,0.163,0.459,0.87,0.906,941,1119
32915,0.73,0.108,0.045,0.172,0.455,0.866,0.913,648,786
32916,0.73,0.0,0.03,0.172,0.452,0.85,0.925,350,966
32917,0.73,0.167,0.076,0.172,0.449,0.882,0.902,881,1568
32918,0.729,0.217,0.121,0.172,0.445,0.909,0.89,292,724
32919,0.728,0.283,0.121,0.172,0.442,0.921,0.906,213,471
32920,0.727,0.297,0.106,0.172,0.439,0.917,0.913,965,1811
32921,0.726,0.25,0.03,0.172,0.435,0.878,0.925,867,888
32922,0.727,0.25,0.03,0.173,0.432,0.878,0.925,953,1327
32923,0.726,0.267,0.091,0.177,0.429,0.909,0.909,625,770
32924,0.725,0.242,0.061,0.168,0.425,0.89,0.917,15,1803
32925,0.724,0.186,0.061,0.155,0.422,0.878,0.913,268,1275
32926,0.724,0.147,0.076,0.144,0.419,0.878,0.902,756,1511
32927,0.723,0.144,0.121,0.136,0.416,0.886,0.878,713,1306
32928,0.722,0.175,0.167,0.125,0.412,0.906,0.858,709,1039
32929,0.72,0.2,0.121,0.116,0.409,0.902,0.89,363,1695
32930,0.72,0.264,0.091,0.107,0.406,0.902,0.909,879,1388
32931,0.719,0.297,0.106,0.096,0.403,0.917,0.913,949,1800
32932,0.718,0.308,0.121,0.089,0.4,0.921,0.909,996,1526
32933,0.717,0.319,0.182,0.077,0.397,0.945,0.898,17,596
32934,0.715,0.386,0.136,0.068,0.394,0.925,0.933,469,619
32935,0.715,0.517,0.106,0.064,0.391,0.874,0.969,821,910
32936,0.716,0.433,0.121,0.064,0.388,0.906,0.949,848,1152
32937,0.715,0.397,0.182,0.061,0.385,0.937,0.933,752,778
32938,0.714,0.411,0.242,0.048,0.381,0.941,0.933,135,1434
32939,0.712,0.442,0.258,0.043,0.379,0.929,0.949,684,1510
32940,0.712,0.475,0.258,0.043,0.376,0.902,0.969,926,1191
32941,0.712,0.542,0.242,0.043,0.373,0.85,0.988,146,1731
32942,0.713,0.528,0.197,0.048,0.37,0.862,0.984,177,1905
32943,0.712,0.489,0.167,0.061,0.367,0.89,0.969,75,520
32944,0.713,0.489,0.136,0.064,0.364,0.886,0.965,137,1836
32945,0.712,0.381,0.182,0.061,0.361,0.937,0.925,285,1414
32946,0.71,0.369,0.242,0.048,0.358,0.961,0.909,888,1442
32947,0.709,0.367,0.288,0.043,0.356,0.972,0.89,301,1724
32948,0.707,0.356,0.303,0.03,0.353,0.976,0.882,80,1072
32949,0.704,0.358,0.242,0.021,0.35,0.965,0.898,816,1005
32950,0.702,0.35,0.182,0.021,0.348,0.945,0.909,529,1616
32951,0.701,0.289,0.091,0.0,0.345,0.906,0.917,707,792
32952,0.701,0.1,0.061,0.0,0.342,0.862,0.906,700,980
32953,0.701,0.0,0.076,0.0,0.34,0.835,0.906,625,1549
32954,0.701,0.019,0.091,0.021,0.337,0.839,0.898,141,839
32955,0.7,0.975,0.091,0.021,0.335,0.823,0.902,63,1612
32956,0.702,0.886,0.152,0.03,0.332,0.764,0.909,898,1608
32957,0.702,0.867,0.212,0.043,0.33,0.72,0.902,370,374
32958,0.705,0.867,0.197,0.048,0.327,0.728,0.906,241,1262
32959,0.706,0.983,0.106,0.061,0.325,0.819,0.894,530,1573
32960,0.705,0.078,0.106,0.077,0.323,0.858,0.886,255,679
32961,0.705,0.114,0.076,0.091,0.32,0.87,0.902,541,1061
32962,0.704,0.189,0.106,0.107,0.318,0.894,0.89,740,1212
32963,0.702,0.186,0.167,0.122,0.316,0.909,0.858,600,1360
32964,0.701,0.136,0.152,0.13,0.314,0.882,0.862,74,1660
32965,0.7,0.036,0.121,0.136,0.312,0.835,0.878,735,1355
32966,0.7,0.997,0.152,0.144,0.31,0.807,0.87,683,1845
32967,0.7,0.958,0.182,0.15,0.307,0.772,0.87,844,1391
32968,0.701,0.944,0.167,0.15,0.305,0.776,0.882,311,1303
32969,0.702,0.961,0.106,0.15,0.303,0.815,0.902,103,1946
32970,0.702,0.108,0.045,0.15,0.302,0.866,0.913,615,819
32971,0.701,0.328,0.061,0.152,0.3,0.89,0.929,796,1391
32972,0.701,0.5,0.045,0.155,0.298,0.87,0.949,319,777
32973,0.701,0.175,0.015,0.137,0.296,0.866,0.929,937,1517
32974,0.7,0.142,0.152,0.122,0.295,0.886,0.862,766,798
32975,0.699,0.125,0.182,0.107,0.293,0.878,0.843,848,1969
32976,0.698,0.147,0.152,0.091,0.291,0.89,0.858,143,1979
32977,0.696,0.219,0.136,0.077,0.29,0.913,0.882,534,1099
32978,0.696,0.289,0.167,0.068,0.288,0.941,0.89,648,1854
32979,0.694,0.289,0.273,0.061,0.287,0.976,0.843,151,321
32980,0.691,0.283,0.364,0.048,0.285,0.992,0.791,767,833
32981,0.687,0.292,0.409,0.043,0.284,0.996,0.776,980,1405
32982,0.683,0.303,0.333,0.03,0.283,0.988,0.819,196,1483
32983,0.68,0.269,0.167,0.021,0.281,0.941,0.882,311,877
32984,0.68,0.069,0.152,0.0,0.28,0.846,0.862,98,240
32985,0.68,0.986,0.258,0.0,0.279,0.752,0.819,195,215
32986,0.68,0.933,0.303,0.021,0.278,0.669,0.815,149,1068
32987,0.682,0.925,0.288,0.03,0.277,0.677,0.831,567,1739
32988,0.683,0.933,0.258,0.048,0.274,0.709,0.843,930,959
32989,0.684,0.975,0.242,0.061,0.27,0.744,0.831,706,1678
32990,0.684,0.064,0.273,0.064,0.266,0.811,0.783,113,274
32991,0.682,0.097,0.288,0.064,0.262,0.843,0.764,174,1506
32992,0.681,0.086,0.242,0.068,0.258,0.843,0.799,171,1167
32993,0.68,0.089,0.212,0.077,0.254,0.85,0.827,73,186
32994,0.679,0.056,0.182,0.089,0.251,0.835,0.846,434,562
32995,0.679,0.933,0.212,0.096,0.247,0.736,0.866,591,1355
32996,0.68,0.922,0.242,0.107,0.243,0.713,0.858,783,1333
32997,0.681,0.981,0.212,0.122,0.24,0.772,0.846,575,1283
32998,0.681,0.022,0.197,0.13,0.236,0.807,0.846,494,1818
32999,0.68,0.014,0.167,0.136,0.232,0.807,0.858,212,218
33000,0.68,0.0,0.152,0.144,0.228,0.807,0.87,577,1955
33001,0.68,0.067,0.167,0.155,0.225,0.843,0.85,744,810
33002,0.679,0.117,0.227,0.168,0.221,0.87,0.811,521,1983
33003,0.678,0.103,0.212,0.183,0.218,0.862,0.823,409,938
33004,0.677,0.083,0.152,0.192,0.214,0.854,0.854,243,247
33005,0.676,0.083,0.136,0.203,0.21,0.858,0.866,902,1261
33006,0.676,0.097,0.167,0.215,0.207,0.862,0.846,568,886
33007,0.674,0.117,0.227,0.228,0.203,0.87,0.811,960,1684
33008,0.673,0.117,0.227,0.24,0.2,0.87,0.811,76,1814
33009,0.671,0.103,0.136,0.258,0.193,0.866,0.866,614,1510
33010,0.67,0.078,0.121,0.258,0.19,0.854,0.878,652,1938
33011,0.67,0.069,0.106,0.258,0.186,0.854,0.886,279,1697
33012,0.669,0.05,0.076,0.258,0.183,0.85,0.906,385,1658
33013,0.669,0.161,0.061,0.258,0.18,0.878,0.906,701,1619
33014,0.668,0.206,0.121,0.258,0.176,0.906,0.89,585,638
33015,0.667,0.164,0.106,0.258,0.173,0.89,0.89,858,943
33016,0.666,0.167,0.076,0.258,0.17,0.882,0.902,134,1727
33017,0.666,0.239,0.121,0.261,0.167,0.913,0.894,740,1674
33018,0.665,0.225,0.152,0.266,0.164,0.921,0.874,592,781
33019,0.663,0.139,0.121,0.271,0.161,0.882,0.878,196,1716
33020,0.663,0.089,0.106,0.279,0.158,0.862,0.882,499,765
33021,0.663,0.178,0.106,0.288,0.155,0.894,0.89,954,1229
33022,0.661,0.233,0.152,0.298,0.152,0.921,0.882,269,1753
33023,0.66,0.217,0.136,0.308,0.15,0.913,0.878,811,1610
33024,0.659,0.167,0.121,0.317,0.147,0.894,0.878,855,1162
33025,0.658,0.139,0.106,0.327,0.144,0.882,0.882,432,882
33026,0.658,0.175,0.121,0.336,0.142,0.898,0.878,145,600
33027,0.656,0.186,0.152,0.346,0.139,0.906,0.87,324,1712
33028,0.655,0.194,0.091,0.354,0.137,0.89,0.902,400,823
33029,0.654,0.317,0.091,0.36,0.134,0.913,0.917,947,1817
33030,0.653,0.314,0.136,0.367,0.132,0.929,0.909,727,990
33031,0.652,0.261,0.121,0.375,0.13,0.913,0.902,625,1732
33032,0.651,0.214,0.136,0.382,0.128,0.913,0.878,290,845
33033,0.65,0.203,0.152,0.366,0.126,0.913,0.87,145,1652
33034,0.649,0.208,0.121,0.349,0.124,0.906,0.886,813,1495
33035,0.647,0.225,0.076,0.334,0.123,0.89,0.909,285,1181
33036,0.647,0.244,0.091,0.319,0.121,0.902,0.906,827,1976
33037,0.826,0.069,0.136,0.163,0.651,0.85,0.87,309,1406
33038,0.826,0.897,0.106,0.144,0.653,0.795,0.917,645,1058
33039,0.827,0.969,0.061,0.125,0.655,0.839,0.917,891,943
33040,0.826,0.181,0.136,0.107,0.657,0.902,0.874,341,353
33041,0.825,0.156,0.152,0.091,0.658,0.894,0.858,868,1527
33042,0.824,0.075,0.106,0.077,0.66,0.854,0.882,462,1015
33043,0.824,0.0,0.121,0.068,0.662,0.819,0.886,7,832
33044,0.824,0.922,0.167,0.064,0.664,0.76,0.886,329,1647
33045,0.826,0.947,0.182,0.068,0.665,0.764,0.874,474,577
33046,0.825,0.981,0.212,0.077,0.667,0.772,0.846,101,1575
33047,0.827,0.889,0.212,0.107,0.671,0.717,0.886,736,1486
33048,0.828,0.925,0.152,0.122,0.673,0.78,0.898,195,1321
33049,0.828,0.078,0.106,0.137,0.675,0.858,0.886,664,1630
33050,0.827,0.189,0.136,0.155,0.677,0.902,0.878,932,1379
33051,0.826,0.236,0.167,0.173,0.679,0.929,0.87,254,1239
33052,0.824,0.258,0.212,0.192,0.681,0.953,0.854,974,1003
33053,0.822,0.286,0.167,0.211,0.683,0.937,0.89,44,1868
33054,0.821,0.294,0.106,0.228,0.685,0.913,0.913,651,1918
33055,0.82,0.228,0.136,0.228,0.687,0.917,0.886,708,894
33056,0.819,0.167,0.121,0.213,0.689,0.89,0.882,923,1466
33057,0.819,0.103,0.106,0.198,0.691,0.866,0.882,106,1262
33058,0.818,0.017,0.106,0.183,0.693,0.831,0.89,429,780
33059,0.819,0.953,0.136,0.168,0.696,0.795,0.89,140,171
33060,0.819,0.0,0.136,0.155,0.698,0.811,0.874,902,1641
33061,0.819,0.111,0.182,0.144,0.7,0.87,0.839,418,1964
33062,0.816,0.139,0.227,0.136,0.702,0.89,0.815,226,1314
33063,0.815,0.147,0.288,0.122,0.704,0.894,0.768,528,1894
33064,0.812,0.164,0.409,0.107,0.706,0.902,0.689,509,1506
33065,0.808,0.158,0.379,0.091,0.709,0.898,0.701,756,758
33066,0.806,0.161,0.364,0.077,0.711,0.902,0.713,280,1824
33067,0.802,0.147,0.348,0.061,0.713,0.89,0.724,155,1553
33068,0.801,0.147,0.348,0.048,0.715,0.89,0.724,117,1604
33069,0.798,0.169,0.394,0.03,0.718,0.909,0.701,202,1775
33070,0.794,0.181,0.379,0.021,0.72,0.921,0.705,757,1319
33071,0.791,0.183,0.303,0.0,0.722,0.925,0.764,281,1988
33072,0.788,0.197,0.136,0.0,0.725,0.909,0.874,875,1218
33073,0.788,0.375,0.061,0.021,0.727,0.894,0.937,733,1871
33074,0.788,0.425,0.152,0.03,0.73,0.913,0.949,578,973
33075,0.787,0.417,0.167,0.048,0.732,0.925,0.945,146,1367
33076,0.786,0.369,0.167,0.061,0.735,0.937,0.925,411,1827
33077,0.785,0.361,0.167,0.068,0.737,0.937,0.921,259,1015
33078,0.784,0.394,0.167,0.077,0.739,0.929,0.937,926,1821
33079,0.783,0.456,0.121,0.091,0.742,0.898,0.957,765,1954
33080,0.783,0.436,0.121,0.107,0.744,0.902,0.949,116,1190
33081,0.782,0.433,0.136,0.116,0.747,0.909,0.949,683,1216
33082,0.782,0.408,0.167,0.125,0.749,0.925,0.941,291,924
33083,0.78,0.425,0.167,0.129,0.752,0.917,0.949,744,1134
33084,0.781,0.508,0.136,0.129,0.755,0.878,0.969,386,1293
33085,0.781,0.456,0.091,0.13,0.757,0.89,0.953,820,1087
33086,0.78,0.528,0.076,0.136,0.76,0.866,0.961,624,1928
33087,0.781,0.486,0.136,0.144,0.762,0.886,0.965,71,1642
33088,0.78,0.444,0.167,0.155,0.765,0.909,0.953,412,449
33089,0.78,0.456,0.136,0.163,0.768,0.898,0.957,650,665
33090,0.78,0.572,0.152,0.172,0.77,0.843,0.984,878,1443
33091,0.781,0.556,0.197,0.172,0.773,0.846,0.988,983,1660
33092,0.781,0.467,0.227,0.173,0.776,0.906,0.965,357,1416
33093,0.78,0.525,0.197,0.177,0.778,0.866,0.984,818,1356
33094,0.782,0.561,0.167,0.183,0.781,0.846,0.984,410,1011
33095,0.782,0.553,0.167,0.192,0.784,0.85,0.984,709,1873
33096,0.783,0.519,0.182,0.198,0.786,0.87,0.98,386,1529
33097,0.782,0.492,0.212,0.204,0.789,0.89,0.972,419,1931
33098,0.782,0.567,0.227,0.211,0.792,0.831,0.992,835,1509
33099,0.784,0.539,0.152,0.221,0.795,0.862,0.976,436,1276
33100,0.786,0.592,0.167,0.245,0.8,0.827,0.984,114,1206
33101,0.785,0.586,0.197,0.258,0.803,0.823,0.992,591,1664
33102,0.787,0.628,0.258,0.269,0.806,0.76,1.0,607,1919
33103,0.788,0.564,0.212,0.28,0.809,0.835,0.992,954,986
33104,0.789,0.539,0.227,0.292,0.812,0.85,0.988,93,395
33105,0.789,0.517,0.242,0.305,0.814,0.87,0.984,243,693
33106,0.789,0.519,0.258,0.319,0.817,0.866,0.984,584,937
33107,0.79,0.572,0.303,0.334,0.82,0.803,1.0,702,945
33108,0.792,0.581,0.303,0.349,0.823,0.791,1.0,251,765
33109,0.792,0.561,0.227,0.339,0.826,0.831,0.992,923,1605
33110,0.793,0.625,0.182,0.322,0.829,0.799,0.988,481,1405
33111,0.795,0.658,0.167,0.305,0.832,0.787,0.984,329,566
33112,0.796,0.658,0.167,0.289,0.835,0.787,0.984,979,1276
33113,0.798,0.669,0.182,0.273,0.838,0.772,0.984,38,1205
33114,0.799,0.642,0.136,0.258,0.841,0.807,0.98,13,1705
33115,0.8,0.658,0.167,0.243,0.843,0.787,0.984,624,1594
33116,0.802,0.658,0.167,0.228,0.847,0.787,0.984,733,1925
33117,0.802,0.606,0.136,0.213,0.85,0.831,0.98,227,481
33118,0.802,0.544,0.136,0.198,0.851,0.858,0.976,478,538
33119,0.802,0.539,0.152,0.183,0.852,0.858,0.98,331,1392
33120,0.804,0.478,0.197,0.168,0.853,0.898,0.969,945,1712
33121,0.802,0.406,0.258,0.152,0.854,0.949,0.929,903,1980
33122,0.801,0.431,0.212,0.137,0.855,0.925,0.949,669,1298
33123,0.801,0.542,0.167,0.122,0.856,0.858,0.984,733,805
33124,0.802,0.547,0.197,0.107,0.857,0.85,0.988,143,1077
33125,0.802,0.525,0.212,0.091,0.858,0.866,0.984,242,1464
33126,0.802,0.517,0.227,0.077,0.859,0.874,0.98,310,1297
33127,0.802,0.439,0.227,0.061,0.86,0.925,0.949,413,1029
33128,0.801,0.428,0.242,0.048,0.861,0.933,0.941,532,1658
33129,0.8,0.472,0.212,0.03,0.862,0.906,0.965,697,1364
33130,0.8,0.464,0.197,0.021,0.863,0.906,0.961,408,1983
33131,0.799,0.514,0.136,0.0,0.864,0.874,0.969,154,616
33132,0.8,0.636,0.136,0.0,0.865,0.815,0.98,485,562
33133,0.802,0.656,0.167,0.021,0.866,0.795,0.98,455,1215
33134,0.802,0.642,0.152,0.043,0.867,0.803,0.984,848,1526
33135,0.804,0.575,0.106,0.061,0.868,0.846,0.972,497,1239
33136,0.804,0.483,0.106,0.077,0.87,0.886,0.961,693,955
33137,0.804,0.528,0.121,0.096,0.871,0.866,0.972,547,1739
33138,0.804,0.439,0.136,0.116,0.872,0.906,0.953,271,1374
33139,0.802,0.472,0.121,0.136,0.873,0.89,0.961,825,1357
33140,0.804,0.575,0.106,0.156,0.875,0.846,0.972,900,1856
33141,0.804,0.331,0.106,0.177,0.876,0.917,0.921,163,604
33142,0.802,0.625,0.015,0.198,0.877,0.854,0.945,111,1719
33143,0.804,0.7,0.03,0.219,0.878,0.843,0.945,666,1015
33144,0.802,0.314,0.106,0.24,0.88,0.917,0.917,899,1158
33145,0.802,0.375,0.106,0.261,0.881,0.913,0.933,726,1910
33146,0.801,0.439,0.121,0.283,0.883,0.902,0.953,634,1622
33147,0.801,0.525,0.152,0.304,0.884,0.87,0.972,127,1877
33148,0.802,0.439,0.136,0.325,0.885,0.906,0.953,983,1516
33149,0.8,0.406,0.106,0.346,0.887,0.906,0.941,448,1835
33150,0.8,0.489,0.061,0.368,0.888,0.87,0.949,641,1938
33151,0.8,0.0,0.0,0.366,0.89,0.858,0.937,445,1758
33152,0.8,0.108,0.045,0.365,0.891,0.866,0.913,469,1439
33153,0.799,0.161,0.061,0.365,0.893,0.878,0.906,677,1585
33154,0.801,0.481,0.091,0.365,0.895,0.882,0.957,483,1043
33155,0.799,0.386,0.136,0.365,0.897,0.921,0.937,497,1325
33156,0.799,0.375,0.076,0.365,0.899,0.898,0.937,492,1767
33157,0.798,0.281,0.061,0.365,0.9,0.89,0.921,225,1495
33158,0.798,0.625,0.03,0.365,0.902,0.85,0.949,420,449
33159,0.798,0.5,0.045,0.365,0.903,0.866,0.949,528,1476
33160,0.798,0.267,0.106,0.364,0.905,0.913,0.902,270,306
33161,0.797,0.231,0.167,0.349,0.907,0.925,0.87,290,1267
33162,0.795,0.25,0.045,0.336,0.908,0.882,0.921,212,423
33163,0.796,0.411,0.061,0.322,0.91,0.89,0.941,596,1633
33164,0.794,0.375,0.167,0.31,0.912,0.933,0.925,479,1136
33165,0.793,0.475,0.152,0.298,0.913,0.894,0.965,827,870
33166,0.794,0.536,0.121,0.288,0.915,0.862,0.972,980,1225
33167,0.794,0.542,0.076,0.279,0.917,0.862,0.961,995,1421
33168,0.795,0.644,0.091,0.271,0.919,0.831,0.965,753,1325
33169,0.796,0.592,0.106,0.266,0.92,0.843,0.969,557,634
33170,0.796,0.442,0.167,0.261,0.922,0.909,0.953,190,886
33171,0.794,0.422,0.227,0.258,0.924,0.933,0.941,319,1431
33172,0.793,0.461,0.212,0.258,0.926,0.909,0.961,100,1518
33173,0.793,0.425,0.212,0.258,0.927,0.929,0.945,732,1451
33174,0.792,0.35,0.227,0.258,0.929,0.961,0.898,209,1249
33175,0.79,0.339,0.227,0.258,0.931,0.961,0.894,780,870
33176,0.788,0.394,0.182,0.258,0.933,0.933,0.933,35,514
33177,0.788,0.594,0.106,0.258,0.935,0.843,0.972,418,1768
33178,0.79,0.669,0.03,0.258,0.935,0.843,0.949,229,1744
33179,0.789,0.286,0.121,0.261,0.931,0.921,0.906,707,880
33180,0.787,0.267,0.197,0.266,0.927,0.945,0.87,75,1969
33181,0.785,0.211,0.212,0.271,0.923,0.933,0.839,469,857
33182,0.783,0.153,0.182,0.279,0.919,0.894,0.846,998,1448
33183,0.782,0.108,0.152,0.288,0.915,0.87,0.858,819,894
33184,0.781,0.089,0.152,0.298,0.91,0.858,0.858,450,1804
33185,0.78,0.025,0.152,0.308,0.907,0.823,0.87,726,1436
33186,0.781,0.975,0.152,0.317,0.902,0.799,0.882,347,955
33187,0.781,0.022,0.167,0.322,0.899,0.815,0.858,799,1238
33188,0.78,0.992,0.197,0.322,0.894,0.78,0.846,695,874
33189,0.781,0.008,0.197,0.323,0.89,0.791,0.843,522,804
33190,0.78,0.05,0.197,0.325,0.886,0.827,0.839,638,906
33191,0.78,0.0,0.136,0.328,0.882,0.811,0.874,185,256
33192,0.78,0.058,0.121,0.317,0.878,0.846,0.878,847,1899
33193,0.78,0.142,0.182,0.308,0.874,0.89,0.843,870,1101
33194,0.778,0.156,0.182,0.299,0.87,0.898,0.846,625,1135
33195,0.776,0.156,0.182,0.292,0.866,0.898,0.846,578,1923
33196,0.775,0.089,0.136,0.286,0.862,0.858,0.866,603,857
33197,0.775,0.983,0.106,0.283,0.859,0.819,0.894,249,1423
33198,0.775,0.0,0.106,0.28,0.854,0.827,0.898,613,1648
33199,0.775,0.072,0.106,0.279,0.85,0.854,0.886,187,717
33200,0.774,0.047,0.106,0.279,0.846,0.843,0.886,832,1545
33201,0.774,0.983,0.106,0.279,0.842,0.823,0.898,617,1429
33202,0.774,0.056,0.076,0.279,0.839,0.854,0.902,192,236
33203,0.774,0.125,0.061,0.279,0.834,0.87,0.909,385,1588
33204,0.774,0.211,0.136,0.273,0.831,0.909,0.882,403,1106
33205,0.773,0.253,0.182,0.258,0.827,0.941,0.866,480,1350
33206,0.771,0.281,0.212,0.243,0.823,0.953,0.87,161,345
33207,0.769,0.272,0.242,0.228,0.819,0.965,0.846,123,1569
33208,0.766,0.258,0.212,0.215,0.815,0.953,0.854,506,1304
33209,0.764,0.261,0.152,0.203,0.811,0.929,0.886,117,705
33210,0.763,0.269,0.182,0.192,0.807,0.945,0.874,762,1982
33211,0.761,0.258,0.242,0.183,0.803,0.957,0.846,193,243
33212,0.758,0.242,0.227,0.177,0.799,0.949,0.843,120,567
33213,0.757,0.231,0.182,0.173,0.795,0.933,0.858,884,1740
33214,0.755,0.233,0.212,0.172,0.791,0.941,0.85,13,1174
33215,0.752,0.225,0.348,0.163,0.787,0.961,0.756,182,1391
33216,0.749,0.217,0.424,0.152,0.783,0.953,0.697,700,710
33217,0.745,0.219,0.394,0.13,0.779,0.957,0.728,494,1177
33218,0.741,0.236,0.364,0.11,0.775,0.969,0.752,551,1873
33219,0.738,0.244,0.348,0.089,0.771,0.972,0.772,23,1769
33220,0.735,0.25,0.258,0.068,0.767,0.957,0.831,964,1519
33221,0.733,0.261,0.152,0.048,0.763,0.929,0.886,131,654
33222,0.732,0.297,0.076,0.03,0.759,0.902,0.921,845,1075
33223,0.732,0.758,0.076,0.021,0.755,0.815,0.949,380,1925
33224,0.734,0.783,0.258,0.0,0.751,0.669,0.941,914,1783
33225,0.737,0.778,0.409,0.021,0.748,0.531,0.909,207,1575
33226,0.747,0.758,0.53,0.064,0.74,0.421,0.882,799,1447
33227,0.752,0.75,0.5,0.086,0.736,0.461,0.906,466,1909
33228,0.757,0.739,0.439,0.107,0.732,0.524,0.933,548,705
33229,0.761,0.744,0.455,0.129,0.728,0.508,0.925,217,506
33230,0.765,0.753,0.485,0.15,0.724,0.476,0.909,72,1552
33231,0.771,0.747,0.288,0.172,0.72,0.661,0.961,428,652
33232,0.771,0.375,0.045,0.193,0.716,0.886,0.937,916,986
33233,0.77,0.331,0.121,0.215,0.712,0.925,0.917,8,51
33234,0.769,0.3,0.152,0.236,0.708,0.933,0.902,456,1684
33235,0.768,0.286,0.152,0.258,0.705,0.933,0.894,607,1728
33236,0.766,0.358,0.136,0.279,0.701,0.925,0.925,347,747
33237,0.765,0.417,0.136,0.301,0.697,0.913,0.945,97,988
33238,0.765,0.456,0.091,0.322,0.693,0.89,0.953,215,1003
33239,0.765,0.375,0.045,0.344,0.689,0.882,0.937,926,1239
33240,0.764,0.175,0.045,0.365,0.685,0.874,0.917,462,623
33241,0.764,0.142,0.045,0.387,0.681,0.87,0.913,316,569
33242,0.764,0.25,0.045,0.408,0.678,0.886,0.921,889,1640
33243,0.764,0.422,0.061,0.429,0.674,0.882,0.941,480,509
33244,0.763,0.45,0.121,0.447,0.67,0.898,0.953,823,1120
33245,0.763,0.381,0.182,0.429,0.666,0.937,0.925,6,1188
33246,0.761,0.333,0.121,0.412,0.662,0.921,0.921,504,1640
33247,0.761,0.875,0.03,0.394,0.658,0.843,0.933,564,1861
33248,0.762,0.958,0.076,0.376,0.654,0.831,0.913,557,1524
33249,0.762,0.058,0.091,0.357,0.651,0.85,0.894,703,818
33250,0.761,0.153,0.091,0.339,0.647,0.882,0.894,617,1742
33251,0.76,0.147,0.106,0.322,0.643,0.882,0.886,584,884
33252,0.759,0.0,0.121,0.305,0.639,0.819,0.886,409,1477
33253,0.76,0.033,0.121,0.289,0.635,0.835,0.882,760,861
33254,0.759,0.089,0.061,0.273,0.632,0.862,0.906,974,983
33255,0.76,0.75,0.045,0.258,0.628,0.835,0.945,316,1447
33256,0.76,0.375,0.045,0.243,0.624,0.882,0.937,487,1712
33257,0.759,0.317,0.136,0.228,0.62,0.929,0.909,963,1074
33258,0.757,0.314,0.182,0.213,0.616,0.945,0.898,242,1316
33259,0.756,0.333,0.121,0.198,0.613,0.921,0.921,290,1566
33260,0.756,0.375,0.091,0.183,0.609,0.906,0.933,214,1063
33261,0.755,0.369,0.152,0.168,0.605,0.929,0.925,860,1072
33262,0.754,0.331,0.182,0.155,0.601,0.949,0.902,959,1688
33263,0.752,0.339,0.136,0.144,0.598,0.925,0.917,898,904
33264,0.752,0.475,0.091,0.136,0.594,0.882,0.957,32,403
33265,0.752,0.419,0.121,0.13,0.59,0.909,0.945,872,1581
33266,0.751,0.447,0.152,0.122,0.586,0.906,0.957,524,1046
33267,0.751,0.511,0.182,0.107,0.583,0.878,0.976,66,743
33268,0.751,0.447,0.182,0.096,0.579,0.913,0.957,831,952
33269,0.75,0.406,0.182,0.089,0.575,0.933,0.937,483,1698
33270,0.749,0.375,0.197,0.086,0.572,0.945,0.921,243,1893
33271,0.747,0.35,0.212,0.077,0.568,0.957,0.902,195,1745
33272,0.746,0.322,0.242,0.068,0.564,0.969,0.878,340,1012
33273,0.743,0.322,0.242,0.064,0.56,0.969,0.878,64,1305
33274,0.741,0.361,0.182,0.061,0.557,0.945,0.917,896,1449
33275,0.741,0.375,0.167,0.048,0.553,0.933,0.929,681,1669
33276,0.74,0.375,0.167,0.03,0.55,0.933,0.925,755,1483
33277,0.738,0.331,0.182,0.021,0.546,0.945,0.902,550,679
33278,0.736,0.267,0.106,0.021,0.542,0.913,0.902,125,1729
33279,0.736,0.114,0.076,0.021,0.539,0.866,0.902,871,1952
33280,0.735,0.033,0.106,0.0,0.535,0.839,0.89,456,1476
33281,0.736,0.975,0.152,0.0,0.531,0.799,0.882,835,1717
33282,0.736,0.989,0.152,0.021,0.528,0.803,0.874,897,1492
33283,0.736,0.0,0.136,0.043,0.524,0.811,0.874,171,1025
33284,0.736,0.011,0.152,0.043,0.521,0.815,0.866,470,1928
33285,0.736,0.0,0.167,0.043,0.517,0.803,0.866,267,913
33286,0.736,0.0,0.167,0.048,0.513,0.803,0.866,549,1995
33287,0.736,0.0,0.167,0.061,0.51,0.803,0.866,123,1846
33288,0.736,0.953,0.167,0.064,0.506,0.776,0.878,711,1340
33289,0.737,0.058,0.167,0.068,0.503,0.839,0.854,627,707
33290,0.735,0.114,0.152,0.077,0.499,0.87,0.862,340,1170
