id,t,u,time_in,time_out
21923,0.723,0.5,1,1863
21924,0.723,0.483,579,741
21925,0.722,0.469,235,1689
21926,0.722,0.453,558,1926
21927,0.721,0.436,202,1117
21928,0.72,0.433,395,697
21929,0.719,0.439,81,762
21930,0.717,0.442,859,1535
21931,0.716,0.461,714,1996
21932,0.716,0.886,722,1962
21933,0.717,0.908,740,1659
21934,0.719,0.892,308,1184
21935,0.723,0.9,809,1401
21936,0.724,0.919,628,1588
21937,0.726,0.944,179,691
21938,0.727,0.964,798,1407
21939,0.728,0.95,844,1520
21940,0.729,0.947,474,1534
21941,0.73,0.969,593,1222
21942,0.731,0.986,450,858
21943,0.731,0.981,15,1311
21944,0.732,0.967,94,758
21945,0.732,0.939,553,840
21946,0.733,0.847,187,1501
21947,0.735,0.864,566,1081
21948,0.734,0.125,349,484
21949,0.735,0.208,458,1968
21950,0.733,0.172,408,609
21951,0.734,0.064,470,892
21952,0.733,0.167,656,1648
21953,0.731,0.125,191,559
21954,0.732,0.125,274,1231
21955,0.731,0.117,236,1913
21956,0.73,0.15,600,1880
21957,0.728,0.15,892,1986
21958,0.727,0.125,773,1053
21959,0.725,0.125,114,490
21960,0.726,0.839,350,400
21961,0.727,0.922,151,1816
21962,0.727,0.156,842,1406
21963,0.726,0.256,731,1409
21964,0.724,0.269,772,1910
21965,0.723,0.2,285,1499
21966,0.723,0.094,950,1156
21967,0.723,0.153,354,488
21968,0.722,0.25,470,856
21969,0.722,0.342,16,1452
21970,0.72,0.322,351,1156
21971,0.72,0.336,940,1465
21972,0.719,0.375,877,1630
21973,0.719,0.375,942,1574
21974,0.719,0.342,536,1759
21975,0.717,0.342,132,837
21976,0.716,0.339,123,1080
21977,0.714,0.328,326,640
21978,0.713,0.564,713,1001
21979,0.715,0.658,804,941
21980,0.715,0.317,79,1907
21981,0.713,0.3,184,208
21982,0.711,0.344,728,1851
21983,0.71,0.367,113,310
21984,0.708,0.375,731,1590
21985,0.706,0.364,125,774
21986,0.704,0.319,468,811
21987,0.705,0.931,96,1975
21988,0.706,0.025,925,1852
21989,0.705,0.075,280,1421
21990,0.703,0.061,668,1473
21991,0.703,0.994,694,1128
21992,0.704,0.947,120,1052
21993,0.705,0.975,195,664
21994,0.705,0.961,112,1103
21995,0.706,0.922,596,1306
21996,0.706,0.989,173,704
21997,0.706,0.0,273,813
21998,0.706,0.189,966,989
21999,0.705,0.25,240,1526
22000,0.705,0.319,73,957
22001,0.705,0.333,937,999
22002,0.703,0.294,131,1017
22003,0.702,0.186,898,1216
22004,0.702,0.125,114,1260
22005,0.702,0.292,253,1287
22006,0.701,0.275,397,557
22007,0.7,0.153,511,614
22008,0.7,0.153,825,1594
22009,0.699,0.169,947,1417
22010,0.698,0.119,684,1067
22011,0.698,0.131,669,1380
22012,0.695,0.214,120,1415
22013,0.696,0.281,608,836
22014,0.695,0.311,607,837
22015,0.695,0.292,987,1630
22016,0.694,0.278,584,1649
22017,0.692,0.281,281,788
22018,0.69,0.333,719,1822
22019,0.691,0.644,884,1943
22020,0.693,0.7,46,390
22021,0.694,0.539,847,1056
22022,0.693,0.308,258,1044
22023,0.691,0.375,124,953
22024,0.692,0.461,184,823
22025,0.691,0.45,655,1617
22026,0.692,0.875,925,1813
22027,0.692,0.05,423,553
22028,0.691,0.197,565,843
22029,0.687,0.206,592,1927
22030,0.686,0.169,752,1963
22031,0.685,0.153,114,435
22032,0.684,0.083,506,1306
22033,0.684,0.067,513,1991
22034,0.684,0.097,276,718
22035,0.683,0.125,624,1141
22036,0.682,0.117,60,1750
22037,0.682,0.072,351,1986
22038,0.682,0.075,25,1308
22039,0.681,0.028,528,593
22040,0.682,0.164,818,1067
22041,0.68,0.25,17,130
22042,0.678,0.242,714,1591
22043,0.677,0.175,502,1773
22044,0.677,0.175,638,1856
22045,0.659,0.925,918,1530
22046,0.66,0.986,591,1359
22047,0.66,0.975,646,1076
22048,0.66,0.936,678,1137
22049,0.661,0.017,769,1538
22050,0.66,0.078,161,1801
22051,0.66,0.044,52,1402
22052,0.66,0.161,906,1157
22053,0.658,0.25,958,1110
22054,0.658,0.367,728,1497
22055,0.657,0.375,313,657
22056,0.657,0.353,445,1758
22057,0.656,0.333,543,1827
22058,0.656,0.353,244,701
22059,0.655,0.314,923,1851
22060,0.654,0.261,779,1727
22061,0.653,0.256,693,763
22062,0.652,0.272,652,1281
22063,0.651,0.267,534,557
22064,0.65,0.294,212,682
22065,0.649,0.342,947,1289
22066,0.648,0.356,626,1903
22067,0.648,0.414,238,1063
22068,0.648,0.292,909,1747
22069,0.646,0.233,809,1596
22070,0.802,0.261,484,1550
22071,0.801,0.225,820,1819
22072,0.8,0.197,166,1401
22073,0.798,0.147,712,1700
22074,0.798,0.172,43,244
22075,0.797,0.189,471,1271
22076,0.796,0.156,511,1012
22077,0.794,0.103,845,1904
22078,0.794,0.144,798,1352
22079,0.793,0.244,326,741
22080,0.792,0.289,761,890
22081,0.791,0.322,444,1345
22082,0.791,0.333,914,1783
22083,0.789,0.358,953,1833
22084,0.789,0.458,157,1264
22085,0.788,0.386,514,1325
22086,0.788,0.292,635,1757
22087,0.786,0.278,585,1500
22088,0.785,0.275,136,1156
22089,0.78,0.281,813,950
22090,0.78,0.286,639,1507
22091,0.779,0.164,266,1203
22092,0.778,0.025,949,1967
22093,0.778,0.975,881,1264
22094,0.779,0.961,902,1346
22095,0.779,0.0,87,673
22096,0.778,0.947,478,1877
22097,0.78,0.981,256,493
22098,0.779,0.972,203,403
22099,0.78,0.0,272,1543
22100,0.779,0.125,482,1703
22101,0.779,0.0,215,979
22102,0.779,0.186,287,649
22103,0.777,0.206,518,1990
22104,0.778,0.95,258,1143
22105,0.778,0.192,871,1808
22106,0.776,0.25,843,1598
22107,0.774,0.308,84,219
22108,0.774,0.375,610,1529
22109,0.773,0.358,735,1296
22110,0.771,0.325,257,799
22111,0.769,0.25,310,1190
22112,0.768,0.133,69,476
22113,0.769,0.1,240,719
22114,0.767,0.208,133,608
22115,0.765,0.242,459,707
22116,0.763,0.242,654,1418
22117,0.762,0.208,659,1428
22118,0.761,0.206,19,1652
22119,0.76,0.253,941,1947
22120,0.758,0.292,931,1066
22121,0.757,0.3,599,1150
22122,0.753,0.303,738,1585
22123,0.752,0.308,782,1754
22124,0.749,0.336,756,1754
22125,0.748,0.411,402,1455
22126,0.747,0.4,974,1906
22127,0.747,0.339,808,1101
22128,0.747,0.264,366,1105
22129,0.745,0.264,254,781
22130,0.744,0.125,867,1110
22131,0.744,0.944,574,775
22132,0.745,0.886,401,1331
22133,0.747,0.886,892,1379
22134,0.747,0.883,245,445
22135,0.749,0.897,153,716
22136,0.751,0.919,85,189
22137,0.752,0.911,812,1649
22138,0.753,0.108,512,824
22139,0.75,0.253,517,1422
22140,0.748,0.3,468,1074
22141,0.744,0.319,11,534
22142,0.741,0.331,255,590
22143,0.738,0.344,599,1630
22144,0.735,0.364,822,1426
22145,0.732,0.383,490,1616
22146,0.729,0.406,481,1135
22147,0.728,0.417,789,1282
22148,0.726,0.406,609,1968
22149,0.724,0.386,572,1145
22150,0.723,0.35,614,710
22151,0.723,0.069,637,1897
22152,0.723,0.017,702,1326
22153,0.723,0.031,197,1471
22154,0.722,0.05,323,1653
22155,0.722,0.067,47,1136
22156,0.721,0.086,60,1514
22157,0.72,0.094,764,1015
22158,0.72,0.522,380,952
22159,0.72,0.506,304,1357
22160,0.72,0.494,877,1219
22161,0.72,0.483,809,1241
22162,0.72,0.475,350,1332
22163,0.72,0.472,264,1950
22164,0.719,0.458,882,1993
22165,0.719,0.431,222,1062
22166,0.718,0.369,168,322
22167,0.716,0.308,491,743
22168,0.716,0.958,631,1991
22169,0.717,0.917,90,255
22170,0.719,0.925,795,1939
22171,0.72,0.906,652,1035
22172,0.723,0.881,304,1358
22173,0.725,0.889,931,1419
22174,0.727,0.903,678,721
22175,0.729,0.917,228,634
22176,0.731,0.947,761,1404
22177,0.732,0.956,346,1982
22178,0.734,0.961,708,1344
22179,0.735,0.972,579,841
22180,0.735,0.0,365,1453
22181,0.735,0.014,73,658
22182,0.735,0.014,437,954
22183,0.734,0.003,573,1753
22184,0.735,0.931,518,1568
22185,0.735,0.064,202,1147
22186,0.735,0.156,493,1790
22187,0.733,0.15,217,975
22188,0.734,0.125,419,1535
22189,0.733,0.25,930,1053
22190,0.732,0.272,618,939
22191,0.731,0.375,198,536
22192,0.731,0.375,825,1988
22193,0.731,0.178,880,1261
22194,0.729,0.142,203,1300
22195,0.729,0.114,109,1353
22196,0.727,0.125,322,388
22197,0.726,0.939,636,1558
22198,0.728,0.625,686,1301
22199,0.727,0.325,789,1706
22200,0.725,0.306,321,616
22201,0.723,0.267,757,1491
22202,0.723,0.142,43,982
22203,0.723,0.164,991,1971
22204,0.722,0.256,714,928
22205,0.721,0.35,519,1147
22206,0.721,0.383,281,582
22207,0.72,0.325,998,1259
22208,0.719,0.375,831,1224
22209,0.719,0.422,414,614
22210,0.719,0.394,63,1973
22211,0.717,0.375,208,599
22212,0.716,0.375,637,1189
22213,0.714,0.389,627,1134
22214,0.714,0.347,546,1827
22215,0.712,0.542,783,1699
22216,0.714,0.653,913,1836
22217,0.714,0.364,375,1798
22218,0.712,0.3,487,1680
22219,0.71,0.297,811,1077
22220,0.708,0.314,311,1297
22221,0.706,0.342,440,1137
22222,0.705,0.086,540,1277
22223,0.706,0.95,699,1211
22224,0.707,0.933,15,1654
22225,0.708,0.0,228,717
22226,0.707,0.053,747,889
22227,0.706,0.044,288,1149
22228,0.706,0.0,236,1120
22229,0.706,0.953,493,1362
22230,0.707,0.986,39,857
22231,0.706,0.989,537,1405
22232,0.707,0.967,772,987
22233,0.707,0.081,583,1622
22234,0.706,0.1,965,1375
22235,0.706,0.097,192,1098
22236,0.706,0.142,125,1175
22237,0.705,0.186,887,1958
22238,0.703,0.233,836,1971
22239,0.702,0.125,100,718
22240,0.703,0.05,219,1623
22241,0.702,0.169,195,1444
22242,0.701,0.25,373,1651
22243,0.701,0.075,58,611
22244,0.701,0.014,358,1627
22245,0.701,0.111,381,1882
22246,0.7,0.139,632,1584
22247,0.699,0.092,910,1551
22248,0.698,0.114,533,1734
22249,0.697,0.156,185,1238
22250,0.695,0.117,993,1007
22251,0.695,0.05,759,1042
22252,0.695,0.125,970,1137
22253,0.694,0.169,977,1327
22254,0.694,0.178,293,1615
22255,0.693,0.192,694,1078
22256,0.691,0.219,639,1324
22257,0.69,0.614,419,1634
22258,0.692,0.644,692,720
22259,0.693,0.508,130,1476
22260,0.692,0.367,251,490
22261,0.69,0.422,115,450
22262,0.691,0.531,213,877
22263,0.69,0.781,452,1075
22264,0.692,0.811,513,688
22265,0.693,0.042,658,780
22266,0.691,0.208,547,780
22267,0.687,0.222,792,1829
22268,0.687,0.189,356,1993
22269,0.686,0.161,148,1165
22270,0.685,0.097,807,833
22271,0.685,0.058,735,1255
22272,0.684,0.058,505,1640
22273,0.684,0.067,411,843
22274,0.683,0.058,818,1213
22275,0.683,0.053,539,1107
22276,0.683,0.081,549,1750
22277,0.682,0.133,169,880
22278,0.681,0.247,222,1707
22279,0.679,0.261,648,1932
22280,0.678,0.211,125,1749
22281,0.677,0.161,137,1876
22282,0.677,0.239,293,1672
22283,0.675,0.258,604,1481
22284,0.661,0.906,63,1728
22285,0.661,0.0,210,639
22286,0.66,0.028,686,1577
22287,0.661,0.975,651,1837
22288,0.661,0.142,977,1994
22289,0.66,0.103,94,158
22290,0.66,0.978,275,1538
22291,0.66,0.175,952,1548
22292,0.658,0.206,518,1005
22293,0.657,0.175,414,1711
22294,0.657,0.103,879,1257
22295,0.656,0.125,182,1147
22296,0.655,0.203,803,1315
22297,0.655,0.297,39,988
22298,0.654,0.375,578,1040
22299,0.653,0.389,581,1067
22300,0.653,0.333,44,581
22301,0.651,0.339,977,1292
22302,0.651,0.35,919,1154
22303,0.65,0.339,336,760
22304,0.648,0.333,492,1676
22305,0.647,0.356,861,1764
22306,0.646,0.458,462,1710
22307,0.647,0.508,138,603
22308,0.647,0.314,938,1475
22309,0.804,0.314,828,1601
22310,0.802,0.3,781,994
22311,0.802,0.172,964,1547
22312,0.801,0.169,309,910
22313,0.8,0.131,146,1738
22314,0.799,0.142,514,1736
22315,0.798,0.153,824,893
22316,0.797,0.125,109,1541
22317,0.796,0.108,419,1964
22318,0.795,0.186,558,726
22319,0.792,0.239,90,728
22320,0.792,0.292,288,1449
22321,0.789,0.336,380,829
22322,0.789,0.383,73,433
22323,0.787,0.411,206,1342
22324,0.787,0.489,507,1393
22325,0.787,0.514,327,511
22326,0.787,0.381,458,1127
22327,0.786,0.311,836,1168
22328,0.784,0.3,569,1793
22329,0.782,0.275,555,1838
22330,0.78,0.258,141,1439
22331,0.779,0.225,78,1217
22332,0.779,0.964,962,1890
22333,0.78,0.964,825,875
22334,0.78,0.986,388,960
22335,0.78,0.972,139,1052
22336,0.78,0.975,249,1937
22337,0.78,0.936,906,1781
22338,0.781,0.978,899,1542
22339,0.78,0.014,622,1411
22340,0.781,0.061,591,1859
22341,0.78,0.119,878,1635
22342,0.78,0.025,582,1154
22343,0.78,0.2,18,916
22344,0.777,0.258,808,1189
22345,0.777,0.5,760,1341
22346,0.777,0.369,765,1456
22347,0.775,0.303,88,730
22348,0.774,0.303,683,979
22349,0.773,0.322,29,1376
22350,0.771,0.342,932,1591
22351,0.77,0.347,83,627
22352,0.77,0.294,387,1063
22353,0.769,0.314,67,1707
22354,0.769,0.317,809,949
22355,0.768,0.292,534,589
22356,0.766,0.278,214,937
22357,0.763,0.25,97,167
22358,0.763,0.2,868,1430
22359,0.762,0.211,374,665
22360,0.76,0.253,11,195
22361,0.757,0.283,29,742
22362,0.756,0.297,666,1720
22363,0.753,0.303,970,1457
22364,0.751,0.317,231,1811
22365,0.748,0.336,373,410
22366,0.747,0.375,565,941
22367,0.747,0.453,643,1316
22368,0.747,0.508,454,494
22369,0.747,0.289,2,466
22370,0.744,0.225,127,1695
22371,0.745,0.936,943,1207
22372,0.745,0.911,311,1656
22373,0.747,0.875,543,639
22374,0.747,0.875,972,1617
22375,0.749,0.875,576,1762
22376,0.752,0.903,408,1688
22377,0.752,0.944,319,1718
22378,0.753,0.969,414,635
22379,0.753,0.319,201,377
22380,0.749,0.322,244,1105
22381,0.746,0.333,659,1466
22382,0.742,0.339,580,1670
22383,0.739,0.344,547,910
22384,0.736,0.347,539,1406
22385,0.732,0.356,200,1050
22386,0.729,0.372,487,1825
22387,0.727,0.389,682,1151
22388,0.726,0.403,262,1515
22389,0.725,0.342,265,992
22390,0.724,0.056,606,1703
22391,0.724,0.978,11,1720
22392,0.725,0.958,505,1888
22393,0.726,0.975,340,1646
22394,0.726,1.0,502,1313
22395,0.726,0.022,342,1265
22396,0.724,0.039,876,1926
22397,0.723,0.05,472,685
22398,0.722,0.05,250,1934
22399,0.721,0.047,11,722
22400,0.72,0.058,126,1667
22401,0.72,0.103,863,1471
22402,0.719,0.203,492,586
22403,0.718,0.328,245,565
22404,0.718,0.425,337,1261
22405,0.718,0.425,267,351
22406,0.718,0.081,0,154
22407,0.718,0.047,21,1997
22408,0.718,0.008,124,1427
22409,0.717,0.936,415,1106
22410,0.72,0.908,362,1965
22411,0.722,0.928,227,1799
22412,0.723,0.906,457,1772
22413,0.725,0.875,389,1207
22414,0.728,0.883,897,1403
22415,0.73,0.894,705,1603
22416,0.733,0.908,329,1043
22417,0.735,0.933,364,428
22418,0.737,0.956,543,1203
22419,0.738,0.986,846,1508
22420,0.739,0.025,858,1246
22421,0.737,0.05,140,604
22422,0.737,0.033,190,1198
22423,0.736,0.989,802,1539
22424,0.736,0.05,249,748
22425,0.735,0.075,734,1946
22426,0.735,0.125,244,1178
22427,0.734,0.117,869,1128
22428,0.734,0.092,179,1002
22429,0.733,0.203,395,1010
22430,0.731,0.228,427,669
22431,0.731,0.25,582,897
22432,0.73,0.0,683,757
22433,0.731,0.25,54,134
22434,0.73,0.233,430,1193
22435,0.729,0.178,901,944
22436,0.729,0.197,384,1123
22437,0.726,0.267,938,1779
22438,0.726,0.483,455,1027
22439,0.726,0.392,385,1752
22440,0.724,0.317,509,1040
22441,0.724,0.208,126,1917
22442,0.723,0.2,665,1281
22443,0.723,0.175,447,1535
22444,0.723,0.183,991,1876
22445,0.721,0.189,972,1179
22446,0.72,0.242,10,1307
22447,0.72,0.314,535,812
22448,0.719,0.361,261,763
22449,0.717,0.417,101,1415
22450,0.717,0.417,191,1206
22451,0.716,0.389,839,1278
22452,0.714,0.389,327,1889
22453,0.713,0.4,384,710
22454,0.713,0.292,985,1675
22455,0.71,0.517,766,1966
22456,0.713,0.642,422,1995
22457,0.713,0.414,640,1720
22458,0.712,0.331,568,837
22459,0.71,0.289,963,1634
22460,0.707,0.275,809,878
22461,0.705,0.153,726,1624
22462,0.707,0.889,629,1428
22463,0.708,0.917,451,1785
22464,0.709,0.944,710,1837
22465,0.709,0.997,946,1829
22466,0.709,0.033,583,845
22467,0.708,0.042,470,1471
22468,0.708,0.022,203,1331
22469,0.708,0.964,89,1916
22470,0.709,0.983,567,891
22471,0.708,0.008,447,851
22472,0.708,0.031,709,1471
22473,0.708,0.158,201,788
22474,0.707,0.181,299,567
22475,0.707,0.175,89,898
22476,0.706,0.206,642,815
22477,0.706,0.175,937,1272
22478,0.704,0.106,758,1854
22479,0.704,0.992,789,1052
22480,0.704,0.028,262,844
22481,0.703,0.131,209,1355
22482,0.702,0.131,478,1414
22483,0.702,0.961,958,1212
22484,0.702,0.989,770,1480
22485,0.702,0.178,503,755
22486,0.701,0.186,170,1932
22487,0.7,0.117,228,460
22488,0.7,0.131,318,525
22489,0.698,0.158,606,1103
22490,0.696,0.056,800,1244
22491,0.697,0.014,548,1587
22492,0.696,0.103,378,1599
22493,0.695,0.156,268,1316
22494,0.695,0.211,362,886
22495,0.693,0.239,868,1123
22496,0.691,0.247,733,1280
22497,0.689,0.375,809,1666
22498,0.69,0.6,410,566
22499,0.691,0.522,162,1910
22500,0.691,0.419,941,1616
22501,0.69,0.833,488,1582
22502,0.692,0.95,136,606
22503,0.691,0.931,278,1546
22504,0.693,0.844,133,1145
22505,0.695,0.028,190,336
22506,0.692,0.208,750,1900
22507,0.688,0.222,787,1676
22508,0.687,0.192,705,1777
22509,0.686,0.203,881,1145
22510,0.685,0.25,101,501
22511,0.685,0.375,912,1262
22512,0.686,0.086,596,1935
22513,0.685,0.111,502,1343
22514,0.685,0.125,330,755
22515,0.684,0.222,496,1486
22516,0.683,0.297,142,684
22517,0.683,0.278,774,1287
22518,0.681,0.228,940,1612
22519,0.68,0.172,531,825
22520,0.679,0.097,681,1541
22521,0.678,0.131,493,1740
22522,0.676,0.2,415,810
22523,0.674,0.217,967,1146
22524,0.674,0.244,828,1966
22525,0.66,0.939,872,1530
22526,0.661,0.956,453,1245
22527,0.661,0.992,766,780
22528,0.661,0.933,866,1740
22529,0.662,0.994,788,848
22530,0.662,0.044,732,1335
22531,0.662,0.083,708,1371
22532,0.661,0.183,444,1449
22533,0.66,0.961,170,1119
22534,0.661,0.942,590,1132
22535,0.661,0.2,596,1480
22536,0.659,0.2,423,1365
22537,0.658,0.111,875,1587
22538,0.658,0.061,352,575
22539,0.657,0.194,733,796
22540,0.655,0.239,877,1943
22541,0.653,0.272,857,1339
22542,0.653,0.306,614,1314
22543,0.652,0.286,89,297
22544,0.651,0.275,336,561
22545,0.65,0.267,394,1805
22546,0.649,0.244,174,798
22547,0.648,0.203,841,1205
22548,0.647,0.164,570,1427
22549,0.646,0.111,285,1877
22550,0.646,0.125,152,578
22551,0.646,0.375,940,988
22552,0.802,0.361,599,1217
22553,0.801,0.375,789,1376
22554,0.802,0.375,506,865
22555,0.801,0.267,644,1522
22556,0.8,0.292,838,1947
22557,0.8,0.25,953,1443
22558,0.798,0.206,60,874
22559,0.798,0.214,372,1961
22560,0.797,0.261,928,1038
22561,0.796,0.25,751,1707
22562,0.793,0.244,217,1731
22563,0.792,0.256,150,1016
22564,0.789,0.242,671,1690
22565,0.788,0.25,566,719
22566,0.786,0.278,738,1769
22567,0.786,0.625,555,1154
22568,0.786,0.75,730,1732
22569,0.787,0.25,138,584
22570,0.785,0.25,490,1857
22571,0.784,0.239,755,937
22572,0.782,0.206,167,1375
22573,0.78,0.158,664,1392
22574,0.78,0.069,669,1433
22575,0.78,0.947,191,1862
22576,0.78,0.939,444,1171
22577,0.78,0.989,737,1112
22578,0.78,0.975,46,993
22579,0.781,0.967,202,1419
22580,0.781,0.958,234,1763
22581,0.782,0.972,337,1338
22582,0.782,0.039,439,1478
22583,0.781,0.108,848,1109
22584,0.78,0.144,52,803
22585,0.78,0.125,574,1335
22586,0.78,0.225,861,1792
22587,0.777,0.239,188,1217
22588,0.776,0.339,407,547
22589,0.776,0.367,520,1793
22590,0.775,0.3,192,1108
22591,0.774,0.25,715,1217
22592,0.773,0.231,597,994
22593,0.77,0.239,621,755
22594,0.77,0.292,903,1847
22595,0.769,0.333,527,1948
22596,0.768,0.417,867,1311
22597,0.768,0.386,419,446
22598,0.766,0.35,797,1795
22599,0.764,0.347,309,718
22600,0.763,0.328,144,646
22601,0.763,0.289,686,1968
22602,0.762,0.283,927,1873
22603,0.76,0.272,249,1441
22604,0.757,0.264,317,426
22605,0.755,0.272,188,1808
22606,0.752,0.292,617,1755
22607,0.749,0.314,668,922
22608,0.747,0.342,53,798
22609,0.747,0.325,105,413
22610,0.745,0.406,604,1884
22611,0.746,0.522,94,1657
22612,0.746,0.375,474,1897
22613,0.745,0.0,2,162
22614,0.746,0.897,16,1405
22615,0.747,0.894,277,1784
22616,0.747,0.875,49,1120
22617,0.749,0.864,316,872
22618,0.752,0.858,0,1536
22619,0.754,0.903,860,1004
22620,0.754,0.203,438,1182
22621,0.753,0.375,248,618
22622,0.751,0.375,683,1542
22623,0.747,0.361,768,1315
22624,0.744,0.356,802,962
22625,0.74,0.353,359,1704
22626,0.736,0.356,629,1510
22627,0.733,0.356,273,1652
22628,0.729,0.356,288,1117
22629,0.727,0.364,813,1207
22630,0.725,0.369,224,1454
22631,0.725,0.0,991,1268
22632,0.725,0.928,878,1272
22633,0.726,0.947,999,1602
22634,0.727,0.947,527,1182
22635,0.728,0.944,151,491
22636,0.73,0.958,178,1580
22637,0.73,0.981,368,662
22638,0.731,0.006,344,1080
22639,0.73,0.028,969,1649
22640,0.729,0.039,587,1049
22641,0.727,0.047,489,1354
22642,0.725,0.047,396,1298
22643,0.724,0.058,911,1382
22644,0.722,0.075,549,1074
22645,0.72,0.089,956,1745
22646,0.719,0.081,272,1395
22647,0.719,0.025,69,1366
22648,0.719,0.983,198,321
22649,0.719,0.986,159,1188
22650,0.719,0.972,914,1419
22651,0.72,0.95,890,1155
22652,0.721,0.919,609,1087
22653,0.723,0.903,446,1123
22654,0.724,0.922,831,1465
22655,0.725,0.892,848,1560
22656,0.728,0.858,196,1620
22657,0.73,0.858,923,1738
22658,0.734,0.864,535,1746
22659,0.737,0.881,303,825
22660,0.74,0.922,173,1614
22661,0.741,0.953,472,945
22662,0.741,0.017,888,1503
22663,0.741,0.064,698,1513
22664,0.739,0.1,282,1718
22665,0.739,0.089,568,629
22666,0.738,0.097,123,164
22667,0.737,0.033,997,1282
22668,0.737,0.103,874,1101
22669,0.736,0.133,778,1811
22670,0.736,0.175,413,741
22671,0.735,0.175,52,1473
22672,0.735,0.125,118,1398
22673,0.734,0.181,896,1272
22674,0.732,0.167,171,812
22675,0.731,0.125,909,1189
22676,0.731,0.05,829,1450
22677,0.731,0.258,83,1413
22678,0.729,0.294,296,937
22679,0.729,0.289,545,721
22680,0.729,0.239,89,312
